,0,TF
47457|SOX4,0.9937296978689927,SOX4
34360|ETV6,0.9941558320823751,ETV6
41315|KDM4B,0.994710797129243,KDM4B
50391|NFIL3,0.9953777328389104,NFIL3
50392|RORA,0.9959036221186998,RORA
46493|CHD1,0.9963498143747861,CHD1
4513|RFX1,0.996437929536441,RFX1
34433|MXI1,0.9965867605866079,MXI1
47012|RUNX2,0.9966043106430654,RUNX2
47618|MSL2,0.9976539293307574,MSL2
56061|GABPA,0.998240686712351,GABPA
404|DPY30,0.9984474145854594,DPY30
40095|JMJD6,0.99869403720961,JMJD6
56408|TGIF2,0.9989241098552826,TGIF2
40276|RBPJL,0.9991057648525219,RBPJL
48959|NUCKS1,0.9995332498681637,NUCKS1
4606|TAF3,0.999558254631391,TAF3
44270|MAX,0.999564586504055,MAX
57122|IKZF2,0.9996538963776629,IKZF2
43043|THAP11,0.999670389602622,THAP11
50217|FOXK1,0.99969557024017,FOXK1
40163|CDK8,0.9998380726818966,CDK8
39772|HCFC1,0.9998679088753794,HCFC1
35811|NR6A1,0.9998698881098417,NR6A1
55631|SOX10,0.9998942663371462,SOX10
48099|TNFSF11,0.999927880883594,TNFSF11
438|ZFX,0.9999545882407553,ZFX
52074|SATB1,0.9999812358410789,SATB1
51967|TBX19,0.9999822612213702,TBX19
37004|BACH2,0.9999823781263076,BACH2
58496|KAT5,0.9999889383030761,KAT5
41336|SUPT5H,0.9999959109912023,SUPT5H
46499|BHLHE40,0.9999961211234139,BHLHE40
40294|NKX6-1,0.9999965619321919,NKX6-1
41868|TLE,0.9999970523674997,TLE
46476|CHD2,0.9999974089605015,CHD2
2907|NELFA,0.9999986941171806,NELFA
48059|NSL1,0.9999992208728912,NSL1
47611|MCRS1,0.999999304246189,MCRS1
418|MYCN,0.9999995530640889,MYCN
44266|MITF,0.999999634360894,MITF
39128|KAT8,0.9999996467614267,KAT8
3000|ASH2L,0.9999998132539736,ASH2L
55946|HNF1B,0.9999999271379567,HNF1B
48954|REPIN1,0.9999999494821653,REPIN1
48133|SRC,0.9999999826667522,SRC
34121|CXXC1,0.9999999845059603,CXXC1
47620|KANSL3,0.9999999863821918,KANSL3
46496|NFE2L2,0.9999999896138004,NFE2L2
46495|MAZ,0.9999999919375385,MAZ
36909|ERF,0.9999999997101421,ERF
38461|ELF1,0.9999999999249497,ELF1
44412|POLR2B,0.9999999999555327,POLR2B
2410|NELFB,0.9999999999668846,NELFB
56412|POU2F1,0.9999999999929783,POU2F1
52224|SMAD4,0.9999999999947567,SMAD4
49496|CDK7,0.9999999999993651,CDK7
46400|NELFE,0.999999999999954,NELFE
