,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
4603|SUZ12,7.668287121623785e-12,Mus musculus,SUZ12,cr,,Embryonic Stem Cell,Embryo,1.0,SUZ12
2161|EZH2,8.707319963113495e-12,Mus musculus,EZH2,cr,LF2,Embryonic Stem Cell,Embryo,1.0,EZH2
56642|RNF2,4.1718108234943236e-10,Mus musculus,RNF2,predicted transcription factor,E14Tg2A,Embryonic Stem Cell,,1.0,RNF2
35602|5HMC,4.077825983576714e-08,Mus musculus,5HMC,other,E14,Embryonic Stem Cell,Embryo,1.0,5HMC
4405|MTF2,4.944230852508773e-07,Mus musculus,MTF2,cr,,Embryonic Stem Cell,Embryo,1.0,MTF2
38475|CBX7,1.4541486149706912e-06,Mus musculus,CBX7,cr,E14,Embryonic Stem Cell,Embryo,1.0,CBX7
9033|TET1,2.359737249933607e-06,Mus musculus,TET1,cr,P19.6,,Embryo,1.0,TET1
52908|MEF2A,2.647663246012129e-06,Mus musculus,MEF2A,tf,,Cortical Neuron,,1.0,MEF2A
33273|ASCL1,1.8398099288918066e-05,Mus musculus,ASCL1,tf,,Neural Progenitor Cell,,1.0,ASCL1
51021|JARID2,7.273328799343019e-05,Mus musculus,JARID2,cr,E14,Embryonic Stem Cell,Embryo,1.0,JARID2
52906|MEF2C,9.590713047392664e-05,Mus musculus,MEF2C,predicted transcription factor,,Cortical Neuron,,1.0,MEF2C
55425|NEUROD2,0.00016045889571351016,Mus musculus,NEUROD2,tf,,Embryonic Cortex,Brain,1.0,NEUROD2
40161|SOX2,0.00020168360600492118,Mus musculus,SOX2,tf,,Embryonic Stem Cell,Embryo,1.0,SOX2
58789|nan,0.0002465945010654523,,,,,,,,nan
59428|HEY1,0.0003208798322583942,Mus musculus,HEY1,tf,,Embryonic Stem Cell,Embryo,1.0,HEY1
34005|LHX3,0.0006617875519653067,Mus musculus,LHX3,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,LHX3
53132|ZFP57,0.0015332070110222235,Mus musculus,ZFP57,tf,,Embryonic Stem Cell,,1.0,ZFP57
52523|TFAP2C,0.0020315437836869485,Mus musculus,TFAP2C,predicted transcription factor,,,Mammary Gland,1.0,TFAP2C
39687|UTF1,0.0024864451173035283,Mus musculus,UTF1,tf,,Embryonic Stem Cell,Embryo,1.0,UTF1
3002|ATOH1,0.0039385861065139695,Mus musculus,ATOH1,tf,,,Cerebellum,0.0,ATOH1
65038|CTCF,0.0039385861065139695,Mus musculus,CTCF,tf,,,Midbrain,1.0,CTCF
5980|HOXC9,0.004080884078768328,Mus musculus,HOXC9,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,HOXC9
8329|SOX3,0.004263804333965526,Mus musculus,SOX3,predicted transcription factor,,Neural Progenitor Cell,Embryo,0.0,SOX3
36824|PITX1,0.00450600931498366,Mus musculus,PITX1,tf,,Epithelium,Embryonic Hindlimb Bud,1.0,PITX1
8831|PHF19,0.004514329937219628,Mus musculus,PHF19,cr,E14,Embryonic Stem Cell,Embryo,1.0,PHF19
44|NPAS4,0.004601923152924834,Mus musculus,NPAS4,tf,,Cortical Neuron,Neuric,0.0,NPAS4
44862|SMARCA4,0.004963771585924955,Mus musculus,SMARCA4,cr,,Epithelium,Neural Tube,1.0,SMARCA4
55962|STAG1,0.005093433371940561,Mus musculus,STAG1,not sure,R1,Embryonic Stem Cell,Embryo,1.0,STAG1
2862|NANOG,0.006165104043136379,Mus musculus,NANOG,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,NANOG
34917|KDM2B,0.007212649248615195,Mus musculus,KDM2B,cr,E14,Embryonic Stem Cell,Embryo,1.0,KDM2B
52892|CREBBP,0.007345346162032592,Mus musculus,CREBBP,cr,,Cortical Neuron,,1.0,CREBBP
33797|SOX17,0.007378394842801302,Mus musculus,SOX17,tf,KH2,Embryonic Stem Cell,Embryo,1.0,SOX17
52796|RXRA,0.010480169177296527,Mus musculus,RXRA,tf,,Embryonic Stem Cell,Embryo,1.0,RXRA
32775|BMI1,0.01089760081668053,Mus musculus,BMI1,cr,,Neural Progenitor Cell,,1.0,BMI1
54582|OLIG2,0.01120948272342289,Mus musculus,OLIG2,tf,,Embryonic Stem Cell,,1.0,OLIG2
53170|DPPA2,0.01488433537988996,Mus musculus,DPPA2,predicted chromatin regulator,CGR8,Embryonic Stem Cell,Embryo,1.0,DPPA2
50164|CHRM2,0.01621789236091908,Mus musculus,CHRM2,predicted chromatin regulator,,,Limb Bud,1.0,CHRM2
4541|SMAD3,0.017546846401739175,Mus musculus,SMAD3,tf,,Embryonic Stem Cell,Embryo,1.0,SMAD3
5412|NOTCH1,0.02313066534096729,Mus musculus,NOTCH1,both predicted transcription factor and chromatin regulator,,T Lymphocyte,Lymph Node,1.0,NOTCH1
55976|SMC1A,0.024258392765406644,Mus musculus,SMC1A,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0,SMC1A
49561|FOS,0.025900379579514417,Mus musculus,FOS,tf,,Cortical Neuron,Neuric,1.0,FOS
51365|ZIC2,0.0275599749776349,Mus musculus,ZIC2,tf,,Embryonic Stem Cell,,1.0,ZIC2
59294|CEBPG,0.030233381855221692,Mus musculus,CEBPG,tf,,Embryonic Fibroblast,Embryo,1.0,CEBPG
55157|MYOD1,0.032184378345651236,Mus musculus,MYOD1,tf,P19,Embryonic Stem Cell,Embryo,1.0,MYOD1
54425|CEBPA,0.03255003746405076,Mus musculus,CEBPA,tf,,B Lymphocyte,,0.0,CEBPA
4498|PRDM14,0.03401987656490885,Mus musculus,PRDM14,tf,,Embryonic Stem Cell,Embryo,1.0,PRDM14
52797|NR4A1,0.03492073239025184,Mus musculus,NR4A1,tf,,Embryonic Stem Cell,Embryo,0.0,NR4A1
33267|FOXO3,0.03614747284769045,Mus musculus,FOXO3,tf,,Neural Progenitor Cell,,0.0,FOXO3
58028|NEUROD1,0.03716724384699014,Mus musculus,NEUROD1,tf,,Embryonic Stem Cell,Embryo,1.0,NEUROD1
151|NR3C1,0.03922378320144742,Mus musculus,NR3C1,tf,3T3-L1,Preadipocyte,Adipose,1.0,NR3C1
58217|POU5F1,0.0394843589708781,Mus musculus,POU5F1,tf,,iPSC,,1.0,POU5F1
59158|TRIM28,0.0406193521603286,Mus musculus,TRIM28,cr,,Embryonic Stem Cell,Embryo,1.0,TRIM28
34006|ISL1,0.042452790851968084,Mus musculus,ISL1,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,ISL1
49582|FOSB,0.05031614779540306,Mus musculus,FOSB,tf,,Cortical Neuron,Neuric,1.0,FOSB
108|CEBPB,0.051247760715721465,Mus musculus,CEBPB,tf,3T3-L1,Preadipocyte,Adipose,1.0,CEBPB
58298|RFX2,0.054115227316965414,Mus musculus,RFX2,tf,,,Testis,1.0,RFX2
421|NR5A2,0.05622550354455471,Mus musculus,NR5A2,tf,E14,Embryonic Stem Cell,Embryo,1.0,NR5A2
51036|TDG,0.058779472009547126,Mus musculus,TDG,other,E14,Embryonic Stem Cell,Embryo,1.0,TDG
54372|KLF15,0.05887460840510475,Mus musculus,KLF15,tf,,Embryonic Fibroblast,,1.0,KLF15
55371|PAX6,0.0595226100011633,Mus musculus,PAX6,tf,,,lens,1.0,PAX6
58557|PDX1,0.059682807855179015,Mus musculus,PDX1,tf,BetaTC6,,,1.0,PDX1
34324|FOXA2,0.061456420227201936,Mus musculus,FOXA2,tf,,Endoderm Cell,,0.0,FOXA2
33120|DDIT3,0.06436362500381665,Mus musculus,DDIT3,tf,,Embryonic Fibroblast,Embryo,0.0,DDIT3
43538|JUNB,0.06479566499932735,Mus musculus,JUNB,tf,,Dendritic Cell,,1.0,JUNB
54112|SOX9,0.07231581382408278,Mus musculus,SOX9,tf,,Epithelium,Tail,0.0,SOX9
36996|CHD4,0.0729132166150518,Mus musculus,CHD4,cr,,iPSC,,1.0,CHD4
44482|MEIS1,0.07361495290538679,Mus musculus,MEIS1,tf,,Fibroblast,Embryo,1.0,MEIS1
37758|H2AZ,0.07384160416556901,Mus musculus,H2AZ,predicted chromatin regulator,R1,Embryonic Stem Cell,Embryo,1.0,H2AZ
54305|H3F3B,0.0744232467969511,Mus musculus,H3F3B,other,R1,Embryonic Stem Cell,Embryo,0.0,H3F3B
57987|HDAC1,0.0749573607101701,Mus musculus,HDAC1,cr,,Embryonic Stem Cell,,0.0,HDAC1
38610|STAT5A,0.07714915249141717,Mus musculus,STAT5A,tf,,T Lymphocyte,Blood,0.0,STAT5A
54252|OTX2,0.07798679888593765,Mus musculus,OTX2,tf,,,Basal ganglia and septum,1.0,OTX2
33369|LHX2,0.07840820128640481,Mus musculus,LHX2,tf,,,Mouse Back Skin,1.0,LHX2
39791|T,0.07893737933841627,Mus musculus,T,tf,,,Testis,1.0,T
53220|DAXX,0.0791365170695934,Mus musculus,DAXX,not sure,,Embryonic Stem Cell,Embryo,1.0,DAXX
34266|ESR1,0.08386397691596431,Mus musculus,ESR1,tf,,Epithelium,Mammary Gland,1.0,ESR1
9639|BCL6,0.08603662302643406,Mus musculus,BCL6,predicted transcription factor,,Macrophage,Bone Marrow,1.0,BCL6
37463|RELA,0.08656142691412733,Mus musculus,RELA,tf,,Macrophage,Peritoneum,1.0,RELA
2905|TCF7L1,0.08703151089227079,Mus musculus,TCF7L1,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,TCF7L1
50079|TAL1,0.08776175092755095,Mus musculus,TAL1,tf,J1,Embryonic Stem Cell,Embryo,1.0,TAL1
50683|RFX6,0.09000915639394796,Mus musculus,RFX6,tf,MIN6B1,Beta cell,Pancreas,1.0,RFX6
51015|SCML2,0.0921798140497802,Mus musculus,SCML2,tf,,Germline stem cell,,1.0,SCML2
52944|MBD3,0.09396520542324588,Mus musculus,MBD3,cr,,Embryonic Fibroblast,,1.0,MBD3
58293|NRF1,0.09440414277064302,Mus musculus,NRF1,tf,,Embryonic Stem Cell,Embryo,1.0,NRF1
48869|HNF4A,0.0958219667428034,Mus musculus,HNF4A,tf,,Epithelium,Liver,1.0,HNF4A
53115|SMAD2/3,0.09615964520369692,Mus musculus,SMAD2/3,tf,,,Endoderm,1.0,SMAD2/3
2984|AFF4,0.09671409562304596,Mus musculus,AFF4,tf,,Embryonic Stem Cell,Embryo,1.0,AFF4
47518|KLF4,0.09820410229337367,Mus musculus,KLF4,tf,J1,Embryonic Stem Cell,Embryo,1.0,KLF4
36846|PTF1A,0.0985479180834986,Mus musculus,PTF1A,tf,266.6,Epithelium,Pancreas,1.0,PTF1A
53113|TCF12,0.10131424497129854,Mus musculus,TCF12,tf,,Embryonic Stem Cell,Embryo,1.0,TCF12
37831|CLOCK,0.10144204439589022,Mus musculus,CLOCK,tf,,Epithelium,Liver,0.0,CLOCK
37899|IRF1,0.10153797099478308,Mus musculus,IRF1,tf,,Dendritic Cell,Bone Marrow,1.0,IRF1
2630|CHD7,0.1023881929752546,Mus musculus,CHD7,cr,R1,Embryonic Stem Cell,Embryo,1.0,CHD7
56887|Input,0.10248476977309497,Mus musculus,Input,other,P19,Embryonic Stem Cell,Embryo,0.0,Input
38372|STAT6,0.10656786406055783,Mus musculus,STAT6,tf,,Macrophage,Bone Marrow,1.0,STAT6
4584|STAT3,0.1074483629719572,Mus musculus,STAT3,tf,,Embryonic Stem Cell,Embryo,1.0,STAT3
58544|SMAD1/5,0.10964715833075288,Mus musculus,SMAD1/5,tf,E14,Embryonic Stem Cell,Embryo,1.0,SMAD1/5
8980|MEN1,0.112876106287273,Mus musculus,MEN1,tf,3.2N,Embryonic Stem Cell,Embryo,1.0,MEN1
8861|TP53,0.11344678115898855,Mus musculus,TP53,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0,TP53
41873|DNMT3L,0.1156973363319594,Mus musculus,DNMT3L,cr,E14,Embryonic Stem Cell,Embryo,1.0,DNMT3L
48327|SPI1,0.1172684184416175,Mus musculus,SPI1,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0,SPI1
52674|C17orf96,0.11826467668237095,Mus musculus,C17orf96,not sure,E14,Embryonic Stem Cell,Embryo,1.0,C17orf96
44273|SREBF1,0.12497902261466964,Mus musculus,SREBF1,tf,,Epithelium,Liver,1.0,SREBF1
9159|NKX3-1,0.12589026965264974,Mus musculus,NKX3-1,tf,,Epithelium,Prostate,0.0,NKX3-1
37715|PRDM4,0.12804707880098998,Mus musculus,PRDM4,tf,CCE,Embryonic Stem Cell,Embryo,1.0,PRDM4
51325|ZIC1/2,0.1302866967037838,Mus musculus,ZIC1/2,other,,,Cerebellum,1.0,ZIC1/2
43419|KMT2B,0.13224435610793195,Mus musculus,KMT2B,cr,E14,Embryonic Stem Cell,Embryo,1.0,KMT2B
39313|TMPRSS4,0.1326499077822097,Mus musculus,TMPRSS4,other,V6.5,Embryonic Stem Cell,Embryo,1.0,TMPRSS4
53248|MED12,0.13482731351650068,Mus musculus,MED12,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0,MED12
32846|REST,0.13527747710483612,Mus musculus,REST,tf,,Embryonic Stem Cell,Embryo,1.0,REST
52882|TRIM33,0.136102171072586,Mus musculus,TRIM33,predicted chromatin regulator,38B9,Pre-B Lymphocyte,Blood,1.0,TRIM33
33629|RPA,0.13815905751778473,Mus musculus,RPA,other,,B Lymphocyte,,0.0,RPA
35734|CDX2,0.1385570299407929,Mus musculus,CDX2,tf,,Epithelium,Small Intestine,1.0,CDX2
35236|MBD1,0.13923537412471987,Mus musculus,MBD1,cr,,Embryonic Stem Cell,Embryo,0.0,MBD1
48322|ATF3,0.14392435749484528,Mus musculus,ATF3,predicted transcription factor,,Macrophage,Bone Marrow,1.0,ATF3
59295|ATF4,0.14392435749484528,Mus musculus,ATF4,tf,,Embryonic Fibroblast,Embryo,1.0,ATF4
5957|RARG,0.14771811336870655,Mus musculus,RARG,tf,F9,,Embryo,1.0,RARG
37872|CRY1,0.14828038950562875,Mus musculus,CRY1,not sure,,Epithelium,Liver,0.0,CRY1
35821|SUPT6H,0.14926257780035618,Mus musculus,SUPT6H,tf,C2C12,Myoblast,Muscle,1.0,SUPT6H
41427|ZNF322A,0.1493673209818524,Mus musculus,ZNF322A,tf,E14,Embryonic Stem Cell,Embryo,1.0,ZNF322A
52902|MED1,0.14959792866631022,Mus musculus,MED1,predicted transcription factor,,Cortical Neuron,,1.0,MED1
50212|GTF2B,0.14963988284756868,Mus musculus,GTF2B,tf,,,Heart,0.0,GTF2B
52177|RARA,0.15126108866232973,Mus musculus,RARA,tf,F9,,Embryo,1.0,RARA
1592|GFI1B,0.15402460910224736,Mus musculus,GFI1B,predicted transcription factor,HPC-7,Haematopoietic Progenitor Cell,Bone Marrow,1.0,GFI1B
53530|ATRX,0.15522527899530525,Mus musculus,ATRX,cr,,Embryonic Stem Cell,Embryo,1.0,ATRX
39617|RUNX1,0.15617298515448114,Mus musculus,RUNX1,tf,,Dendritic Cell,Bone Marrow,0.0,RUNX1
38210|ARNTL,0.1576885402066751,Mus musculus,ARNTL,predicted transcription factor,,Epithelium,Liver,0.0,ARNTL
3283|GATA3,0.1585806943129009,Mus musculus,GATA3,tf,,T Lymphocyte,Blood,0.0,GATA3
4121|HDAC3,0.15912631206871294,Mus musculus,HDAC3,cr,,Hepatocyte,Liver,1.0,HDAC3
44789|JUN,0.16346875163768948,Mus musculus,JUN,tf,3T3-L1,Preadipocyte,Adipose,1.0,JUN
5845|STAT5B,0.16386932471775706,Mus musculus,STAT5B,tf,,Hepatocyte,Liver,1.0,STAT5B
8610|POLR3D,0.16534353756558118,Mus musculus,POLR3D,tf,,Epithelium,Liver,1.0,POLR3D
37817|CRY2,0.16543315875781167,Mus musculus,CRY2,not sure,,Epithelium,Liver,0.0,CRY2
52909|NCOR1,0.1681364017812536,Mus musculus,NCOR1,cr,,Cortical Neuron,,1.0,NCOR1
49768|RAD21,0.16949862124294773,Mus musculus,RAD21,not sure,,,Spleen,1.0,RAD21
9184|PAX3,0.17036501264612608,Mus musculus,PAX3,tf,,Myoblast,Skeletal Muscle,1.0,PAX3
44672|FOXP3,0.1707763968818421,Mus musculus,FOXP3,tf,,T Lymphocyte,Blood,1.0,FOXP3
4510|RAP1A,0.17079927018733432,Mus musculus,RAP1A,not sure,,Fibroblast,Embryo,0.0,RAP1A
50096|NR0B1,0.1711197023071076,Mus musculus,NR0B1,tf,J1,Embryonic Stem Cell,Embryo,1.0,NR0B1
4398|MECP2,0.17325803775463244,Mus musculus,MECP2,cr,,,Cerebellum,1.0,MECP2
43713|BATF,0.1743451460399031,Mus musculus,BATF,predicted transcription factor,,T Lymphocyte,,1.0,BATF
8837|STAG2,0.1744610503545212,Mus musculus,STAG2,not sure,,Fibroblast,Embryo,1.0,STAG2
33652|H2AFX,0.1760188878517731,Mus musculus,H2AFX,predicted chromatin regulator,,B Lymphocyte,,1.0,H2AFX
37797|NPAS2,0.1770935310063083,Mus musculus,NPAS2,tf,,Epithelium,Liver,1.0,NPAS2
44147|SRF,0.17793744092357486,Mus musculus,SRF,tf,NIH-3T3,Fibroblast,Embryo,1.0,SRF
36702|IKZF1,0.17796091901004762,Mus musculus,IKZF1,tf,,,Thymus,1.0,IKZF1
41714|H3S28ph,0.17883098120545604,Mus musculus,H3S28ph,other,,B Lymphocyte,,1.0,H3S28ph
50722|UBTF,0.17942037421070134,Mus musculus,UBTF,tf,NIH-3T3,Fibroblast,Embryo,1.0,UBTF
3228|ELL2,0.18088733124957568,Mus musculus,ELL2,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL2
39371|AR,0.1824094702891586,Mus musculus,AR,tf,,Epithelium,Prostate,1.0,AR
33050|SRSF2,0.18283900952822413,Mus musculus,SRSF2,other,,Embryonic Fibroblast,Embryo,0.0,SRSF2
34445|OGT,0.18384372044068212,Mus musculus,OGT,other,,Embryonic Stem Cell,Embryo,0.0,OGT
35677|KMT2C,0.18499616327444016,Mus musculus,KMT2C,cr,,Epithelium,Liver,0.0,KMT2C
4412|NR1D1,0.18528497382525588,Mus musculus,NR1D1,tf,,Hepatocyte,Liver,1.0,NR1D1
42004|SMAD1,0.1854535758662588,Mus musculus,SMAD1,predicted transcription factor,,,,1.0,SMAD1
56269|MYC,0.1859840876910861,Mus musculus,MYC,tf,,,Prostate,1.0,MYC
47313|RBPJ,0.1862255401669368,Mus musculus,RBPJ,tf,F9,,Embryo,1.0,RBPJ
54228|GATA6,0.1866848347348357,Mus musculus,GATA6,tf,,Embryonic Stem Cell,Embryo,1.0,GATA6
49162|CBX5,0.18699949261228996,Mus musculus,CBX5,cr,,Neural Progenitor Cell,,1.0,CBX5
44360|ING1,0.1873144783916864,Mus musculus,ING1,predicted chromatin regulator,C2C12,Myoblast,Muscle,1.0,ING1
51961|ZIC3,0.18821277029923467,Mus musculus,ZIC3,tf,,Embryonic Stem Cell,,1.0,ZIC3
43693|KDM4C,0.1890893307809493,Mus musculus,KDM4C,cr,,Embryonic Fibroblast,Embryo,1.0,KDM4C
50584|IRF7,0.19038438940265626,Mus musculus,IRF7,tf,,Myeloid Cell,Bone Marrow,0.0,IRF7
34552|POU3F2,0.19264531254331926,Mus musculus,POU3F2,tf,,Neural Progenitor Cell,Embryo,1.0,POU3F2
1594|LMO2,0.19316368388198146,Mus musculus,LMO2,not sure,HPC-7,Haematopoietic Progenitor Cell,Bone Marrow,1.0,LMO2
53084|NKX3-2,0.19338610343476104,Mus musculus,NKX3-2,tf,NIH-3T3,Fibroblast,Embryo,1.0,NKX3-2
37956|YY1,0.19368290579713626,Mus musculus,YY1,tf,,Embryonic Stem Cell,Embryo,0.0,YY1
37893|EGR2,0.19427734319431367,Mus musculus,EGR2,tf,,Dendritic Cell,Bone Marrow,0.0,EGR2
8916|FOXA1,0.1959676060424264,Mus musculus,FOXA1,tf,,Hepatocyte,Liver,0.0,FOXA1
4623|TBX3,0.1967411186875666,Mus musculus,TBX3,tf,,Embryonic Stem Cell,Embryo,1.0,TBX3
55331|NBN,0.1969410346222269,Mus musculus,NBN,tf,,B Lymphocyte,Spleen,1.0,NBN
50928|RB1,0.1972661601827393,Mus musculus,RB1,tf,,Embryonic Fibroblast,,1.0,RB1
46457|GATA1,0.1973912948821211,Mus musculus,GATA1,tf,,Megakaryocyte,Blood,1.0,GATA1
35262|MBD2,0.2007880497024956,Mus musculus,MBD2,cr,,Embryonic Stem Cell,Embryo,0.0,MBD2
53009|KAT2B,0.2013449005417101,Mus musculus,KAT2B,predicted chromatin regulator,,Embryonic Stem Cell,,1.0,KAT2B
47783|GRHL3,0.2013702339189774,Mus musculus,GRHL3,predicted transcription factor,,Epidermal cell,,1.0,GRHL3
451|SMAD2,0.20251221223769292,Mus musculus,SMAD2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0,SMAD2
5471|IKZF3,0.20337760252203496,Mus musculus,IKZF3,tf,,Thymocyte,Thymus,1.0,IKZF3
9053|KDM6A,0.20342857645315487,Mus musculus,KDM6A,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,KDM6A
57187|CTNNB1,0.20355604462265448,Mus musculus,CTNNB1,tf,,Haematopoietic Progenitor Cell,,0.0,CTNNB1
54444|EBF1,0.20439852858372612,Mus musculus,EBF1,tf,,B Lymphocyte,,1.0,EBF1
58969|SETDB1,0.2052687096495996,Mus musculus,SETDB1,cr,3T3-L1,Preadipocyte,Adipose,1.0,SETDB1
51861|DNMT3B,0.20534559585135848,Mus musculus,DNMT3B,cr,,Embryonic Stem Cell,,1.0,DNMT3B
48578|HSF1,0.20732485630505226,Mus musculus,HSF1,tf,,Spermatocyte,Testis,0.0,HSF1
43424|ASCL2,0.2086937348148586,Mus musculus,ASCL2,tf,,T Lymphocyte,Blood,1.0,ASCL2
33688|FAIRE,0.2094190613314928,Mus musculus,FAIRE,other,,Epithelium,,0.0,FAIRE
38373|STAT1,0.20978228013775171,Mus musculus,STAT1,tf,,Macrophage,Bone Marrow,1.0,STAT1
55097|HRAS,0.2098341987554217,Mus musculus,HRAS,other,,Embryonic Fibroblast,,1.0,HRAS
57803|FOXD3,0.21019784051422055,Mus musculus,FOXD3,tf,,,Ectoderm,1.0,FOXD3
