,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
55621|POU3F3,0.4865020589525068,Mus musculus,POU3F3,tf,,Neural Stem Cell,,1.0,POU3F3
3292|GTF2A1,0.4893770136172279,Mus musculus,GTF2A1,tf,,T Lymphocyte,Blood,1.0,GTF2A1
9183|PAX7,0.50037751108267,Mus musculus,PAX7,tf,,Myoblast,Skeletal Muscle,1.0,PAX7
3040|CRX,0.5120964790172473,Mus musculus,CRX,other,,,Retina,1.0,CRX
52986|KDM3A,0.514252506510096,Mus musculus,KDM3A,cr,,Adipocyte,,1.0,KDM3A
35242|PBX1,0.5157614816535401,Mus musculus,PBX1,tf,,,Embryo Trunk,1.0,PBX1
34108|H1F0,0.5194969744622376,Mus musculus,H1F0,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,H1F0
33052|HEXIM1,0.5219744061636004,Mus musculus,HEXIM1,other,,Embryonic Fibroblast,Embryo,0.0,HEXIM1
48081|CBX8,0.5264244050735349,Mus musculus,CBX8,cr,E14,Embryonic Stem Cell,Embryo,1.0,CBX8
38059|KDM5C,0.5296163567540239,Mus musculus,KDM5C,cr,,Embryonic Stem Cell,Embryo,1.0,KDM5C
294|MSX1,0.5302975452340236,Mus musculus,MSX1,tf,C2C12,Myoblast,Muscle,0.0,MSX1
8744|NR1D2,0.5325197436791268,Mus musculus,NR1D2,tf,,Epithelium,Liver,0.0,NR1D2
9241|MYF5,0.5423631078326584,Mus musculus,MYF5,tf,,Myoblast,Skeletal Muscle,1.0,MYF5
37690|ELL3,0.5533209909033677,Mus musculus,ELL3,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL3
32994|TAF7L,0.5624988635787191,Mus musculus,TAF7L,predicted transcription factor,10T1/2,Fibroblast,Embryo,1.0,TAF7L
57296|TEC,0.5633864889009099,Mus musculus,TEC,other,,Epithelium,,1.0,TEC
53676|DMRT1,0.5681031860088667,Mus musculus,DMRT1,tf,,,Testis,1.0,DMRT1
41606|TFAP2A,0.5762719349650184,Mus musculus,TFAP2A,predicted transcription factor,,,Caput Epididymis,1.0,TFAP2A
46424|MAFK,0.5788820222339116,Mus musculus,MAFK,tf,,Embryonic Stem Cell,Embryo,1.0,MAFK
39702|IRF3,0.6089329808489108,Mus musculus,IRF3,tf,,Macrophage,Bone Marrow,1.0,IRF3
39301|CAPG,0.6146308136028008,Mus musculus,CAPG,predicted chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,CAPG
39103|MZF1,0.6214013168086017,Mus musculus,MZF1,tf,,B Lymphocyte,,1.0,MZF1
52659|PKNOX1,0.6371982460777775,Mus musculus,PKNOX1,tf,,Embryonic Stem Cell,,1.0,PKNOX1
"35263|PKNOX1, PKNOX2",0.6468220312368425,Mus musculus,"PKNOX1, PKNOX2",tf,,,Embryo Trunk,1.0,"PKNOX1, PKNOX2"
3294|GTF2E2,0.6510660366000889,Mus musculus,GTF2E2,tf,,T Lymphocyte,Blood,1.0,GTF2E2
33751|NKX2-1,0.6530978360530146,Mus musculus,NKX2-1,tf,,,Lung,1.0,NKX2-1
8841|ELL,0.6583730607770178,Mus musculus,ELL,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL
5809|HELLS,0.6586707472456329,Mus musculus,HELLS,predicted chromatin regulator,,Fibroblast,Embryo,1.0,HELLS
35550|SP1,0.6595301753824202,Mus musculus,SP1,predicted chromatin regulator,TSC,Trophoblast Stem Cell,Embryo,1.0,SP1
52795|FGFR1,0.6753735205095461,Mus musculus,FGFR1,not sure,,Embryonic Stem Cell,Embryo,1.0,FGFR1
34641|MYBL1,0.6765721823468809,Mus musculus,MYBL1,tf,,,Testis,0.0,MYBL1
50142|TGIF1,0.6789640063002467,Mus musculus,TGIF1,tf,,,Bone Marrow,1.0,TGIF1
58831|SUMO2,0.6879145758357481,Mus musculus,SUMO2,other,,Dendritic Cell,Bone Marrow,1.0,SUMO2
9260|HDAC2,0.6894117093254043,Mus musculus,HDAC2,cr,,Myoblast,Skeletal Muscle,1.0,HDAC2
44787|ATF2,0.7031169858964423,Mus musculus,ATF2,predicted transcription factor,3T3-L1,Preadipocyte,Adipose,1.0,ATF2
39311|NCAPD3,0.7206441158267246,Mus musculus,NCAPD3,predicted chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,NCAPD3
42961|PARP14,0.7279602740768887,Mus musculus,PARP14,not sure,,T Lymphocyte,Blood,1.0,PARP14
34360|ETV6,0.7366237949577493,Mus musculus,ETV6,tf,,Neural Progenitor-like Cell,,1.0,ETV6
9267|ZFPM1,0.736917976850146,Mus musculus,ZFPM1,tf,G1ME,Megakaryocyte,Bone Marrow,1.0,ZFPM1
50392|RORA,0.7505812203001166,Mus musculus,RORA,tf,,,Liver,1.0,RORA
39078|GFI1,0.7533475151245339,Mus musculus,GFI1,predicted transcription factor,,Lymphocyte,,1.0,GFI1
39349|MTOR,0.7570572028807897,Mus musculus,MTOR,other,,Epithelium,Liver,1.0,MTOR
49690|DMRTB1,0.7602047525155808,Mus musculus,DMRTB1,tf,,,Testis,1.0,DMRTB1
33994|TET2,0.7689093065207836,Mus musculus,TET2,cr,,,Bone Marrow,1.0,TET2
1533|TBX5,0.7721070574689699,Mus musculus,TBX5,tf,HL-1,Cardiomyocyte,Muscle,1.0,TBX5
36913|NFIB,0.7733574416386201,Mus musculus,NFIB,predicted transcription factor,,Hair Follicle Stem Cell,Mouse Back Skin,0.0,NFIB
4513|RFX1,0.7766010202379537,Mus musculus,RFX1,tf,,Neural Progenitor Cell,Embryo,0.0,RFX1
2865|NIPBL,0.7775152093214555,Mus musculus,NIPBL,not sure,V6.5,Embryonic Stem Cell,Embryo,1.0,NIPBL
50391|NFIL3,0.7927524682968746,Mus musculus,NFIL3,tf,,,Liver,1.0,NFIL3
36772|ZNF143,0.7942440555957526,Mus musculus,ZNF143,predicted transcription factor,,Embryonic Fibroblast,Embryo,1.0,ZNF143
48058|MSL1,0.7970299145011985,Mus musculus,MSL1,cr,E14,Embryonic Stem Cell,Embryo,1.0,MSL1
58851|MTA2,0.8037830755720927,Mus musculus,MTA2,tf,,Thymocyte,Thymus,1.0,MTA2
47427|INO80,0.8135328132021915,Mus musculus,INO80,predicted chromatin regulator,J1,Embryonic Stem Cell,Embryo,1.0,INO80
50445|AUTS2,0.8148353979121411,Mus musculus,AUTS2,not sure,,,Brain,1.0,AUTS2
54346|KCR,0.8163958078004083,Mus musculus,KCR,other,,Germline stem cell,,1.0,KCR
46427|ZNF384,0.8172564981553947,Mus musculus,ZNF384,tf,,Embryonic Stem Cell,Embryo,1.0,ZNF384
56036|RFX3,0.8286053357919059,Mus musculus,RFX3,predicted transcription factor,MIN6,Beta cell,,1.0,RFX3
46426|ZC3H11A,0.8380829815322923,Mus musculus,ZC3H11A,other,,Embryonic Stem Cell,Embryo,1.0,ZC3H11A
56408|TGIF2,0.8420289393401472,Mus musculus,TGIF2,tf,J1,Embryonic Stem Cell,Embryo,1.0,TGIF2
59181|NR0B2,0.8566879021841542,Mus musculus,NR0B2,tf,,,Liver,1.0,NR0B2
40276|RBPJL,0.8728562555029984,Mus musculus,RBPJL,tf,,,Pancreas,1.0,RBPJL
46493|CHD1,0.8745194332405697,Mus musculus,CHD1,predicted chromatin regulator,MEL,Erythroid Progenitor Cell,Blood,1.0,CHD1
47618|MSL2,0.8874170766673825,Mus musculus,MSL2,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MSL2
48849|GPS2,0.8970959653960239,Mus musculus,GPS2,not sure,3T3-L1,Preadipocyte,Adipose,0.0,GPS2
40163|CDK8,0.9064119784777074,Mus musculus,CDK8,tf,,Embryonic Stem Cell,Embryo,1.0,CDK8
39772|HCFC1,0.9102247942812062,Mus musculus,HCFC1,tf,,Macrophage,Bone Marrow,1.0,HCFC1
34433|MXI1,0.9158441014411788,Mus musculus,MXI1,tf,C2C12,Myoblast,Muscle,1.0,MXI1
50217|FOXK1,0.9238753683054908,Mus musculus,FOXK1,tf,C2C12,Myoblast,Muscle,1.0,FOXK1
43043|THAP11,0.9280556537833116,Mus musculus,THAP11,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,THAP11
55631|SOX10,0.928990155956778,Mus musculus,SOX10,tf,Melan-a,Melanocyte,,1.0,SOX10
52111|INSM1,0.9310108233334388,Mus musculus,INSM1,tf,,Beta cell,Pancreatic Islet,1.0,INSM1
404|DPY30,0.9310347515275844,Mus musculus,DPY30,cr,E14,Embryonic Stem Cell,Embryo,1.0,DPY30
44533|PHC1,0.9439375294333712,Mus musculus,PHC1,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,PHC1
47457|SOX4,0.9470524747455008,Mus musculus,SOX4,tf,,Progenitor B cell,Fetal Liver,1.0,SOX4
41315|KDM4B,0.9509141109655322,Mus musculus,KDM4B,cr,,Embryonic Stem Cell,Embryo,1.0,KDM4B
438|ZFX,0.9526743046466852,Mus musculus,ZFX,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0,ZFX
46492|ZKSCAN1,0.9534694601502376,Mus musculus,ZKSCAN1,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,ZKSCAN1
48407|TAF9B,0.9541845664528794,Mus musculus,TAF9B,not sure,HBG3,Neuron,,1.0,TAF9B
48959|NUCKS1,0.9635151797921592,Mus musculus,NUCKS1,predicted transcription factor,,Hepatocyte,,1.0,NUCKS1
56061|GABPA,0.9644913828651092,Mus musculus,GABPA,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,GABPA
57122|IKZF2,0.968293606767794,Mus musculus,IKZF2,tf,,T Lymphocyte,,1.0,IKZF2
44270|MAX,0.9716770648404934,Mus musculus,MAX,tf,E14,Embryonic Stem Cell,Embryo,1.0,MAX
48099|TNFSF11,0.9723999996673806,Mus musculus,TNFSF11,other,RAW264.7,Macrophage,,1.0,TNFSF11
46476|CHD2,0.9766015905353288,Mus musculus,CHD2,cr,MEL,Erythroid Progenitor Cell,Blood,1.0,CHD2
41336|SUPT5H,0.9789790579092708,Mus musculus,SUPT5H,tf,,Embryonic Stem Cell,Embryo,1.0,SUPT5H
47012|RUNX2,0.9825621664031018,Mus musculus,RUNX2,tf,MC3T3,,,1.0,RUNX2
46499|BHLHE40,0.9830266323539226,Mus musculus,BHLHE40,predicted transcription factor,MEL,Erythroid Progenitor Cell,Blood,1.0,BHLHE40
48059|NSL1,0.9843181197857024,Mus musculus,NSL1,not sure,E14,Embryonic Stem Cell,Embryo,1.0,NSL1
40294|NKX6-1,0.984452363276248,Mus musculus,NKX6-1,tf,,,Pancreatic Islet,1.0,NKX6-1
51967|TBX19,0.9851326079169748,Mus musculus,TBX19,tf,AtT-20,,,1.0,TBX19
8910|NKX2-5,0.9861320744505192,Mus musculus,NKX2-5,tf,,Myocyte,Heart,1.0,NKX2-5
40095|JMJD6,0.9884681853853424,Mus musculus,JMJD6,cr,,Th17,,1.0,JMJD6
47614|KAT8,0.9885170425206591,Mus musculus,KAT8,cr,WT26,Embryonic Stem Cell,Embryo,1.0,KAT8
418|MYCN,0.9894420111759016,Mus musculus,MYCN,tf,E14,Embryonic Stem Cell,Embryo,1.0,MYCN
4606|TAF3,0.992420547374908,Mus musculus,TAF3,cr,,Embryonic Stem Cell,Embryo,1.0,TAF3
3000|ASH2L,0.993186572803018,Mus musculus,ASH2L,cr,,B Lymphocyte,Spleen,1.0,ASH2L
37004|BACH2,0.9935970528978324,Mus musculus,BACH2,tf,,T Lymphocyte,Blood,1.0,BACH2
52074|SATB1,0.99409516319294,Mus musculus,SATB1,tf,,Thymocyte,Thymus,1.0,SATB1
44266|MITF,0.9943674080550156,Mus musculus,MITF,tf,,Mast Cell,Bone Marrow,0.0,MITF
2907|NELFA,0.9946423226590456,Mus musculus,NELFA,not sure,V6.5,Embryonic Stem Cell,Embryo,1.0,NELFA
34121|CXXC1,0.995698743853464,Mus musculus,CXXC1,tf,,,Brain,1.0,CXXC1
48133|SRC,0.9965714171522804,Mus musculus,SRC,not sure,,Epithelium,Prostate,1.0,SRC
46496|NFE2L2,0.9969054250145876,Mus musculus,NFE2L2,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,NFE2L2
47611|MCRS1,0.997241349828253,Mus musculus,MCRS1,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MCRS1
58496|KAT5,0.9977345104054244,Mus musculus,KAT5,cr,E14,Embryonic Stem Cell,Embryo,1.0,KAT5
47620|KANSL3,0.9982968074662272,Mus musculus,KANSL3,cr,WT26,Embryonic Stem Cell,Embryo,1.0,KANSL3
35811|NR6A1,0.9985932221830296,Mus musculus,NR6A1,not sure,,Mesenchymal Stem Cell,,1.0,NR6A1
46495|MAZ,0.998814421913912,Mus musculus,MAZ,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,MAZ
48954|REPIN1,0.9991676008697049,Mus musculus,REPIN1,predicted transcription factor,,T Lymphocyte,,1.0,REPIN1
35029|POLR2B,0.9994535144794048,Mus musculus,POLR2B,tf,,Epithelium,Liver,1.0,POLR2B
41868|TLE,0.9998115237672648,Mus musculus,TLE,not sure,,Hair Follicle Stem Cell,Mouse Back Skin,1.0,TLE
36909|ERF,0.9998825943392429,Mus musculus,ERF,tf,,Embryonic Fibroblast,,1.0,ERF
49496|CDK7,0.9998972903005175,Mus musculus,CDK7,predicted transcription factor,V6.5,Embryonic Stem Cell,Embryo,1.0,CDK7
38460|ELF1,0.999915325605702,Mus musculus,ELF1,tf,,T Lymphocyte,Blood,1.0,ELF1
52224|SMAD4,0.9999423927849064,Mus musculus,SMAD4,predicted transcription factor,,,Lung,1.0,SMAD4
55947|HNF1B,0.999970747565874,Mus musculus,HNF1B,tf,IMCD3,,Kidney,1.0,HNF1B
56412|POU2F1,0.9999920130581709,Mus musculus,POU2F1,tf,,T Lymphocyte,Spleen,1.0,POU2F1
2410|NELFB,0.9999983545718736,Mus musculus,NELFB,not sure,,Fibroblast,Embryo,1.0,NELFB
46400|NELFE,0.9999992320882004,Mus musculus,NELFE,not sure,CH12,Lymphoblastoid,Blood,1.0,NELFE
