,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
53798|BATF3,0.2476202396661165,Mus musculus,BATF3,tf,,Dendritic Cell,,1.0,BATF3
44448|OVOL2,0.25220147794652537,Mus musculus,OVOL2,tf,,Epithelium,,1.0,OVOL2
39315|TFE3,0.2544509311530713,Mus musculus,TFE3,tf,,Embryonic Stem Cell,Embryo,1.0,TFE3
3040|CRX,0.2556954949587178,Mus musculus,CRX,other,,,Retina,1.0,CRX
4510|RAP1A,0.25714664897264344,Mus musculus,RAP1A,not sure,,Fibroblast,Embryo,0.0,RAP1A
56517|CBX2,0.2584271978832577,Mus musculus,CBX2,cr,E14Tg2A,Embryonic Stem Cell,,1.0,CBX2
5806|E2F3,0.25883533696457856,Mus musculus,E2F3,tf,,Fibroblast,Embryo,1.0,E2F3
44360|ING1,0.25994482194928403,Mus musculus,ING1,predicted chromatin regulator,C2C12,Myoblast,Muscle,1.0,ING1
3244|ERCC3,0.263523358945914,Mus musculus,ERCC3,predicted chromatin regulator,,T Lymphocyte,Blood,1.0,ERCC3
2630|CHD7,0.2640534601977768,Mus musculus,CHD7,cr,R1,Embryonic Stem Cell,Embryo,1.0,CHD7
57296|TEC,0.2659426548754645,Mus musculus,TEC,other,,Epithelium,,1.0,TEC
51325|ZIC1/2,0.2717407028084281,Mus musculus,ZIC1/2,other,,,Cerebellum,1.0,ZIC1/2
41427|ZNF322A,0.27236884021992536,Mus musculus,ZNF322A,tf,E14,Embryonic Stem Cell,Embryo,1.0,ZNF322A
48581|HSF2,0.27245863297881723,Mus musculus,HSF2,tf,,Spermatocyte,Testis,0.0,HSF2
38059|KDM5C,0.27383729333906565,Mus musculus,KDM5C,cr,,Embryonic Stem Cell,Embryo,1.0,KDM5C
47024|NFE2,0.27494871326682796,Mus musculus,NFE2,tf,,Epithelium,Liver,1.0,NFE2
52873|TRIM33,0.2749787824635003,Mus musculus,TRIM33,predicted chromatin regulator,LNCaP-abl ,Epithelium,Prostate,1.0,TRIM33
39349|MTOR,0.2751893121937176,Mus musculus,MTOR,other,,Epithelium,Liver,1.0,MTOR
37902|E2F4,0.2773895538142542,Mus musculus,E2F4,tf,,Dendritic Cell,Bone Marrow,1.0,E2F4
38069|CBX3,0.28867187617022994,Mus musculus,CBX3,cr,,Embryonic Stem Cell,Embryo,1.0,CBX3
34108|H1F0,0.29697657931074284,Mus musculus,H1F0,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,H1F0
2759|STAT4,0.3109384037646179,Mus musculus,STAT4,tf,,T Lymphocyte,Lymph Node,0.0,STAT4
5809|HELLS,0.3122767718832403,Mus musculus,HELLS,predicted chromatin regulator,,Fibroblast,Embryo,1.0,HELLS
33052|HEXIM1,0.3130107402654313,Mus musculus,HEXIM1,other,,Embryonic Fibroblast,Embryo,0.0,HEXIM1
47615|MSL1,0.3158578458544979,Mus musculus,MSL1,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MSL1
58831|SUMO2,0.3203908220421114,Mus musculus,SUMO2,other,,Dendritic Cell,Bone Marrow,1.0,SUMO2
4397|MAFA,0.3207455994391566,Mus musculus,MAFA,tf,,Epithelium,Pancreatic Islet,0.0,MAFA
39103|MZF1,0.3381271520997367,Mus musculus,MZF1,tf,,B Lymphocyte,,1.0,MZF1
51036|TDG,0.33944620384279234,Mus musculus,TDG,other,E14,Embryonic Stem Cell,Embryo,1.0,TDG
34262|JUND,0.35224068984057016,Mus musculus,JUND,tf,,Striatal Cell,,0.0,JUND
2855|KDM2A,0.3580122302383688,Mus musculus,KDM2A,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,KDM2A
8744|NR1D2,0.3596624740103541,Mus musculus,NR1D2,tf,,Epithelium,Liver,0.0,NR1D2
36824|PITX1,0.35972988676032125,Mus musculus,PITX1,tf,,Epithelium,Embryonic Hindlimb Bud,1.0,PITX1
3292|GTF2A1,0.36395176648424254,Mus musculus,GTF2A1,tf,,T Lymphocyte,Blood,1.0,GTF2A1
38310|SIX2,0.3723424946309333,Mus musculus,SIX2,tf,,Neural Progenitor Cell,Kidney,0.0,SIX2
46468|USF2,0.37401442681092,Mus musculus,USF2,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,USF2
5471|IKZF3,0.3874383356572866,Mus musculus,IKZF3,tf,,Thymocyte,Thymus,1.0,IKZF3
55316|TRIM63,0.3923826159062989,Mus musculus,TRIM63,predicted chromatin regulator,,,Small Intestine,0.0,TRIM63
34441|TET2,0.3957811172881644,Mus musculus,TET2,cr,,Embryonic Stem Cell,Embryo,0.0,TET2
59294|CEBPG,0.4378917915039647,Mus musculus,CEBPG,tf,,Embryonic Fibroblast,Embryo,1.0,CEBPG
48135|VDR,0.4394905523471891,Mus musculus,VDR,tf,IDG-SW3,Osteocytic Cell,Bone,1.0,VDR
36669|NR2F2,0.4422284862250386,Mus musculus,NR2F2,tf,,,Atria,1.0,NR2F2
44547|NUP98PHF23,0.4460733304684042,Mus musculus,NUP98PHF23,other,961C,,Blood,0.0,NUP98PHF23
54346|KCR,0.4518500049285439,Mus musculus,KCR,other,,Germline stem cell,,1.0,KCR
42961|PARP14,0.4729298881164356,Mus musculus,PARP14,not sure,,T Lymphocyte,Blood,1.0,PARP14
8841|ELL,0.47719996718794105,Mus musculus,ELL,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL
9183|PAX7,0.480072111050625,Mus musculus,PAX7,tf,,Myoblast,Skeletal Muscle,1.0,PAX7
1533|TBX5,0.4913538742071715,Mus musculus,TBX5,tf,HL-1,Cardiomyocyte,Muscle,1.0,TBX5
35242|PBX1,0.4974652994059087,Mus musculus,PBX1,tf,,,Embryo Trunk,1.0,PBX1
48081|CBX8,0.5017077832700934,Mus musculus,CBX8,cr,E14,Embryonic Stem Cell,Embryo,1.0,CBX8
2816|ATF7IP,0.5041165960306843,Mus musculus,ATF7IP,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,ATF7IP
33444|LDB1,0.5157974069678865,Mus musculus,LDB1,not sure,,,Bone Marrow,1.0,LDB1
47569|PPARGC1A,0.5240562322568696,Mus musculus,PPARGC1A,tf,C2C12,Myoblast,Muscle,0.0,PPARGC1A
8836|STAG2,0.5315879733741774,Mus musculus,STAG2,not sure,,Fibroblast,Embryo,1.0,STAG2
34641|MYBL1,0.5393946592718604,Mus musculus,MYBL1,tf,,,Testis,0.0,MYBL1
1594|LMO2,0.5397524233364615,Mus musculus,LMO2,not sure,HPC-7,Haematopoietic Progenitor Cell,Bone Marrow,1.0,LMO2
43220|NFATC1,0.5431495363644531,Mus musculus,NFATC1,tf,,Hair Follicle Stem Cell,Mouse Back Skin,1.0,NFATC1
39301|CAPG,0.5432567635961014,Mus musculus,CAPG,predicted chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,CAPG
44215|NCOA2,0.560154032452265,Mus musculus,NCOA2,cr,,Epithelium,Hindbrain,1.0,NCOA2
39355|ESRRA,0.5623213006156834,Mus musculus,ESRRA,tf,,Epithelium,Liver,1.0,ESRRA
50095|NR0B1,0.5682094684093826,Mus musculus,NR0B1,tf,J1,Embryonic Stem Cell,Embryo,1.0,NR0B1
34005|LHX3,0.5760954556192803,Mus musculus,LHX3,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,LHX3
433|TFCP2,0.6151131483592897,Mus musculus,TFCP2,tf,E14,Embryonic Stem Cell,Embryo,0.0,TFCP2
48849|GPS2,0.6175565184217187,Mus musculus,GPS2,not sure,3T3-L1,Preadipocyte,Adipose,0.0,GPS2
56095|TGIF1,0.6189996991439912,Mus musculus,TGIF1,tf,,Embryonic Stem Cell,Embryo,1.0,TGIF1
39311|NCAPD3,0.6253707963876316,Mus musculus,NCAPD3,predicted chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,NCAPD3
35550|SP1,0.632081523277161,Mus musculus,SP1,predicted chromatin regulator,TSC,Trophoblast Stem Cell,Embryo,1.0,SP1
3294|GTF2E2,0.6334392734882186,Mus musculus,GTF2E2,tf,,T Lymphocyte,Blood,1.0,GTF2E2
49710|FOXL2,0.6361835929613047,Mus musculus,FOXL2,tf,,Follicular  cell,Ovary,1.0,FOXL2
9241|MYF5,0.6438033365592488,Mus musculus,MYF5,tf,,Myoblast,Skeletal Muscle,1.0,MYF5
8305|RCOR1,0.6583730607770178,Mus musculus,RCOR1,both predicted transcription factor and chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,RCOR1
58851|MTA2,0.6645378359805396,Mus musculus,MTA2,tf,,Thymocyte,Thymus,1.0,MTA2
41588|TFAP2A,0.6658836419438483,Mus musculus,TFAP2A,predicted transcription factor,,Epithelium,Prostate,1.0,TFAP2A
44342|KLF5,0.6688303614395611,Mus musculus,KLF5,tf,CGR8,Embryonic Stem Cell,Embryo,1.0,KLF5
52798|FGFR1,0.6784151851710871,Mus musculus,FGFR1,not sure,,Embryonic Stem Cell,Embryo,0.0,FGFR1
50445|AUTS2,0.6828589756276529,Mus musculus,AUTS2,not sure,,,Brain,1.0,AUTS2
3001|ATOH1,0.6867976676283947,Mus musculus,ATOH1,tf,,,Cerebellum,1.0,ATOH1
58299|RFX2,0.6923648771093461,Mus musculus,RFX2,tf,,,Testis,1.0,RFX2
46424|MAFK,0.6984223004167519,Mus musculus,MAFK,tf,,Embryonic Stem Cell,Embryo,1.0,MAFK
51365|ZIC2,0.7039896098939901,Mus musculus,ZIC2,tf,,Embryonic Stem Cell,,1.0,ZIC2
54372|KLF15,0.7294537512935024,Mus musculus,KLF15,tf,,Embryonic Fibroblast,,1.0,KLF15
294|MSX1,0.7297817657428552,Mus musculus,MSX1,tf,C2C12,Myoblast,Muscle,0.0,MSX1
33730|NKX2-1,0.7425335234092012,Mus musculus,NKX2-1,tf,,,Lung,1.0,NKX2-1
54554|ONECUT1,0.7543132406057305,Mus musculus,ONECUT1,tf,,,Liver,1.0,ONECUT1
47427|INO80,0.7560690294883115,Mus musculus,INO80,predicted chromatin regulator,J1,Embryonic Stem Cell,Embryo,1.0,INO80
50683|RFX6,0.7640521901191563,Mus musculus,RFX6,tf,MIN6B1,Beta cell,Pancreas,1.0,RFX6
8567|HOXB4,0.765410079706121,Mus musculus,HOXB4,tf,,Embryonic Stem Cell,Embryo,1.0,HOXB4
"35263|PKNOX1, PKNOX2",0.7686622927419455,Mus musculus,"PKNOX1, PKNOX2",tf,,,Embryo Trunk,1.0,"PKNOX1, PKNOX2"
33909|GLI1,0.7700053627564787,Mus musculus,GLI1,tf,,,Embryo,1.0,GLI1
2865|NIPBL,0.7789895182752257,Mus musculus,NIPBL,not sure,V6.5,Embryonic Stem Cell,Embryo,1.0,NIPBL
48619|NFYB,0.7803782537058748,Mus musculus,NFYB,tf,E14,Embryonic Stem Cell,Embryo,1.0,NFYB
35620|GRIP1,0.7885786582055749,Mus musculus,GRIP1,not sure,,Macrophage,Bone Marrow,1.0,GRIP1
47457|SOX4,0.7922366488441621,Mus musculus,SOX4,tf,,Progenitor B cell,Fetal Liver,1.0,SOX4
48620|NFYC,0.7966478815854066,Mus musculus,NFYC,tf,E14,Embryonic Stem Cell,Embryo,1.0,NFYC
9267|ZFPM1,0.8198707441715195,Mus musculus,ZFPM1,tf,G1ME,Megakaryocyte,Bone Marrow,1.0,ZFPM1
34590|THRA,0.8200126609692491,Mus musculus,THRA,tf,C17.2,Neural Progenitor Cell,,1.0,THRA
59181|NR0B2,0.822367596428911,Mus musculus,NR0B2,tf,,,Liver,1.0,NR0B2
36772|ZNF143,0.8285594813673631,Mus musculus,ZNF143,predicted transcription factor,,Embryonic Fibroblast,Embryo,1.0,ZNF143
56061|GABPA,0.8333313639303246,Mus musculus,GABPA,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,GABPA
46493|CHD1,0.8490345417390702,Mus musculus,CHD1,predicted chromatin regulator,MEL,Erythroid Progenitor Cell,Blood,1.0,CHD1
34433|MXI1,0.8538569150119886,Mus musculus,MXI1,tf,C2C12,Myoblast,Muscle,1.0,MXI1
46427|ZNF384,0.8677170567887348,Mus musculus,ZNF384,tf,,Embryonic Stem Cell,Embryo,1.0,ZNF384
404|DPY30,0.8700947948807762,Mus musculus,DPY30,cr,E14,Embryonic Stem Cell,Embryo,1.0,DPY30
47618|MSL2,0.8720849344170407,Mus musculus,MSL2,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MSL2
38478|GFI1,0.8776904966249177,Mus musculus,GFI1,predicted transcription factor,,Mast Cell,,0.0,GFI1
37690|ELL3,0.8912799027624783,Mus musculus,ELL3,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL3
48959|NUCKS1,0.8968535157082079,Mus musculus,NUCKS1,predicted transcription factor,,Hepatocyte,,1.0,NUCKS1
57122|IKZF2,0.9051858339830215,Mus musculus,IKZF2,tf,,T Lymphocyte,,1.0,IKZF2
41315|KDM4B,0.906818080023093,Mus musculus,KDM4B,cr,,Embryonic Stem Cell,Embryo,1.0,KDM4B
53676|DMRT1,0.90844429062586,Mus musculus,DMRT1,tf,,,Testis,1.0,DMRT1
44788|ATF7,0.9108658275007416,Mus musculus,ATF7,tf,3T3-L1,Preadipocyte,Adipose,1.0,ATF7
49690|DMRTB1,0.9152299837253436,Mus musculus,DMRTB1,tf,,,Testis,1.0,DMRTB1
46492|ZKSCAN1,0.9153558713168164,Mus musculus,ZKSCAN1,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,ZKSCAN1
4606|TAF3,0.9196472183476484,Mus musculus,TAF3,cr,,Embryonic Stem Cell,Embryo,1.0,TAF3
36913|NFIB,0.9242359930414288,Mus musculus,NFIB,predicted transcription factor,,Hair Follicle Stem Cell,Mouse Back Skin,0.0,NFIB
46426|ZC3H11A,0.9268242347560984,Mus musculus,ZC3H11A,other,,Embryonic Stem Cell,Embryo,1.0,ZC3H11A
56036|RFX3,0.928413346654456,Mus musculus,RFX3,predicted transcription factor,MIN6,Beta cell,,1.0,RFX3
44790|FOSL2,0.9287083351433018,Mus musculus,FOSL2,tf,3T3-L1,Preadipocyte,Adipose,1.0,FOSL2
52659|PKNOX1,0.9346668587227714,Mus musculus,PKNOX1,tf,,Embryonic Stem Cell,,1.0,PKNOX1
44270|MAX,0.9406478960319838,Mus musculus,MAX,tf,E14,Embryonic Stem Cell,Embryo,1.0,MAX
44533|PHC1,0.9444243920955352,Mus musculus,PHC1,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,PHC1
43043|THAP11,0.9466817869851992,Mus musculus,THAP11,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,THAP11
1531|NKX2-5,0.9500006686244692,Mus musculus,NKX2-5,tf,HL-1,Cardiomyocyte,Muscle,1.0,NKX2-5
48099|TNFSF11,0.9521292010412582,Mus musculus,TNFSF11,other,RAW264.7,Macrophage,,1.0,TNFSF11
50217|FOXK1,0.9555121502008408,Mus musculus,FOXK1,tf,C2C12,Myoblast,Muscle,1.0,FOXK1
52074|SATB1,0.960377120101212,Mus musculus,SATB1,tf,,Thymocyte,Thymus,1.0,SATB1
58496|KAT5,0.9621176538908852,Mus musculus,KAT5,cr,E14,Embryonic Stem Cell,Embryo,1.0,KAT5
51967|TBX19,0.9681327856630252,Mus musculus,TBX19,tf,AtT-20,,,1.0,TBX19
48407|TAF9B,0.9691442167684318,Mus musculus,TAF9B,not sure,HBG3,Neuron,,1.0,TAF9B
50391|NFIL3,0.9735798796154532,Mus musculus,NFIL3,tf,,,Liver,1.0,NFIL3
4513|RFX1,0.9755199238046844,Mus musculus,RFX1,tf,,Neural Progenitor Cell,Embryo,0.0,RFX1
39702|IRF3,0.9788375587920946,Mus musculus,IRF3,tf,,Macrophage,Bone Marrow,1.0,IRF3
37004|BACH2,0.9824765623328536,Mus musculus,BACH2,tf,,T Lymphocyte,Blood,1.0,BACH2
438|ZFX,0.982728452733858,Mus musculus,ZFX,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0,ZFX
44787|ATF2,0.9835434045410972,Mus musculus,ATF2,predicted transcription factor,3T3-L1,Preadipocyte,Adipose,1.0,ATF2
50392|RORA,0.98459260552738,Mus musculus,RORA,tf,,,Liver,1.0,RORA
55631|SOX10,0.9867973488195284,Mus musculus,SOX10,tf,Melan-a,Melanocyte,,1.0,SOX10
47611|MCRS1,0.9875602833261844,Mus musculus,MCRS1,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MCRS1
43700|RUNX2,0.9915631291700114,Mus musculus,RUNX2,tf,MC3T3,Preosteoblast,,1.0,RUNX2
52111|INSM1,0.9918022765368644,Mus musculus,INSM1,tf,,Beta cell,Pancreatic Islet,1.0,INSM1
41336|SUPT5H,0.9920315116684194,Mus musculus,SUPT5H,tf,,Embryonic Stem Cell,Embryo,1.0,SUPT5H
40095|JMJD6,0.9952743855301586,Mus musculus,JMJD6,cr,,Th17,,1.0,JMJD6
39128|KAT8,0.9953200382311402,Mus musculus,KAT8,cr,,Embryonic Stem Cell,Embryo,1.0,KAT8
49497|CDK8,0.9955448033013156,Mus musculus,CDK8,tf,R1,Embryonic Stem Cell,Embryo,1.0,CDK8
46425|HCFC1,0.9965742055526448,Mus musculus,HCFC1,tf,,Embryonic Stem Cell,Embryo,1.0,HCFC1
418|MYCN,0.9968100070030014,Mus musculus,MYCN,tf,E14,Embryonic Stem Cell,Embryo,1.0,MYCN
56408|TGIF2,0.9970007394255412,Mus musculus,TGIF2,tf,J1,Embryonic Stem Cell,Embryo,1.0,TGIF2
40294|NKX6-1,0.9971442822400634,Mus musculus,NKX6-1,tf,,,Pancreatic Islet,1.0,NKX6-1
47620|KANSL3,0.9974136497587608,Mus musculus,KANSL3,cr,WT26,Embryonic Stem Cell,Embryo,1.0,KANSL3
44266|MITF,0.9983325057066182,Mus musculus,MITF,tf,,Mast Cell,Bone Marrow,0.0,MITF
48133|SRC,0.9987641700779066,Mus musculus,SRC,not sure,,Epithelium,Prostate,1.0,SRC
2907|NELFA,0.9988590352039921,Mus musculus,NELFA,not sure,V6.5,Embryonic Stem Cell,Embryo,1.0,NELFA
40135|ETV6,0.9989532143550368,Mus musculus,ETV6,tf,,Th17,,1.0,ETV6
48059|NSL1,0.9990192586648856,Mus musculus,NSL1,not sure,E14,Embryonic Stem Cell,Embryo,1.0,NSL1
3000|ASH2L,0.9992003224895006,Mus musculus,ASH2L,cr,,B Lymphocyte,Spleen,1.0,ASH2L
38461|ELF1,0.9993182233291714,Mus musculus,ELF1,tf,,T Lymphocyte,Blood,1.0,ELF1
46496|NFE2L2,0.9996824994270505,Mus musculus,NFE2L2,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,NFE2L2
35811|NR6A1,0.9997544828573188,Mus musculus,NR6A1,not sure,,Mesenchymal Stem Cell,,1.0,NR6A1
34121|CXXC1,0.9997777063482396,Mus musculus,CXXC1,tf,,,Brain,1.0,CXXC1
46499|BHLHE40,0.9998194406831816,Mus musculus,BHLHE40,predicted transcription factor,MEL,Erythroid Progenitor Cell,Blood,1.0,BHLHE40
44412|POLR2B,0.9999096955245514,Mus musculus,POLR2B,tf,,Epithelium,Liver,1.0,POLR2B
49496|CDK7,0.9999485157871284,Mus musculus,CDK7,predicted transcription factor,V6.5,Embryonic Stem Cell,Embryo,1.0,CDK7
55946|HNF1B,0.999970046125408,Mus musculus,HNF1B,tf,IMCD3,,Kidney,1.0,HNF1B
40281|RBPJL,0.9999723808093371,Mus musculus,RBPJL,tf,,,Pancreas,1.0,RBPJL
46476|CHD2,0.9999740974192528,Mus musculus,CHD2,cr,MEL,Erythroid Progenitor Cell,Blood,1.0,CHD2
48954|REPIN1,0.9999780300200909,Mus musculus,REPIN1,predicted transcription factor,,T Lymphocyte,,1.0,REPIN1
41868|TLE,0.9999946160357642,Mus musculus,TLE,not sure,,Hair Follicle Stem Cell,Mouse Back Skin,1.0,TLE
46470|NELFE,0.9999968752323948,Mus musculus,NELFE,not sure,MEL,Erythroid Progenitor Cell,Blood,1.0,NELFE
2410|NELFB,0.9999992609628794,Mus musculus,NELFB,not sure,,Fibroblast,Embryo,1.0,NELFB
46495|MAZ,0.999999482417318,Mus musculus,MAZ,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,MAZ
52224|SMAD4,0.9999999148723162,Mus musculus,SMAD4,predicted transcription factor,,,Lung,1.0,SMAD4
56412|POU2F1,0.999999921305342,Mus musculus,POU2F1,tf,,T Lymphocyte,Spleen,1.0,POU2F1
36909|ERF,0.9999999975718296,Mus musculus,ERF,tf,,Embryonic Fibroblast,,1.0,ERF
