,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
44156|MKL2,0.006248089046911265,Mus musculus,MKL2,tf,NIH-3T3,Fibroblast,Embryo,1.0,MKL2
53415|PPARA,0.006281003362672843,Mus musculus,PPARA,tf,,Erythroid Cell,Liver,0.0,PPARA
57964|HMGA2,0.006287059356127611,Mus musculus,HMGA2,tf,,Embryonic Fibroblast,,1.0,HMGA2
44368|KMT2A,0.006332496929278564,Mus musculus,KMT2A,not sure,C2C12,Myoblast,Muscle,1.0,KMT2A
44151|MKL1,0.006360739721884889,Mus musculus,MKL1,tf,NIH-3T3,Fibroblast,Embryo,1.0,MKL1
35812|DICER1,0.006363775756881351,Mus musculus,DICER1,not sure,,Mesenchymal Stem Cell,,1.0,DICER1
8867|TAF1,0.006372696449688353,Mus musculus,TAF1,tf,E14,Embryonic Stem Cell,Embryo,1.0,TAF1
53760|MYO1C,0.0064210396849279094,Mus musculus,MYO1C,predicted chromatin regulator,,Embryonic Fibroblast,,1.0,MYO1C
37839|PER2,0.0064544025750634115,Mus musculus,PER2,predicted transcription factor,,Epithelium,Liver,0.0,PER2
59433|HEY2,0.0064577373623985745,Mus musculus,HEY2,tf,,Cardiomyocyte,,1.0,HEY2
41733|PRDM1,0.006491836880044621,Mus musculus,PRDM1,tf,,T Lymphocyte,,0.0,PRDM1
33641|RAD51,0.00649941774009527,Mus musculus,RAD51,predicted chromatin regulator,,B Lymphocyte,,1.0,RAD51
33372|LHX2,0.006528820778192612,Mus musculus,LHX2,tf,,,Mouse Back Skin,1.0,LHX2
5184|BCL6,0.006529198796701885,Mus musculus,BCL6,predicted transcription factor,,Macrophage,Bone Marrow,1.0,BCL6
56595|BAZ1B,0.006534430014821735,Mus musculus,BAZ1B,predicted chromatin regulator,,Embryonic Fibroblast,,1.0,BAZ1B
9103|TEAD4,0.0065415923393148945,Mus musculus,TEAD4,tf,TSC,Trophoblast Stem Cell,Embryo,0.0,TEAD4
41410|KLF3,0.006557242671353325,Mus musculus,KLF3,tf,,Embryonic Fibroblast,,1.0,KLF3
43829|PARP1,0.006564320365503085,Mus musculus,PARP1,not sure,,,Nucleus Accumben,1.0,PARP1
9241|MYF5,0.00657180070775526,Mus musculus,MYF5,tf,,Myoblast,Skeletal Muscle,1.0,MYF5
56594|ACTB,0.006601510035520841,Mus musculus,ACTB,other,,Embryonic Fibroblast,,1.0,ACTB
33695|FAIRE,0.006695559910447679,Mus musculus,FAIRE,other,,Epithelium,,0.0,FAIRE
32927|BRDU,0.00670135472187533,Mus musculus,BRDU,other,,B Lymphocyte,Spleen,1.0,BRDU
68|KLF1,0.006708757725349235,Mus musculus,KLF1,predicted transcription factor,,B Lymphocyte,Liver,0.0,KLF1
35820|SUPT6H,0.006723954137609234,Mus musculus,SUPT6H,tf,C2C12,Myoblast,Muscle,1.0,SUPT6H
39315|TFE3,0.00674479685924434,Mus musculus,TFE3,tf,,Embryonic Stem Cell,Embryo,1.0,TFE3
48981|WT1 ,0.006761140347251615,Mus musculus,WT1 ,tf,,Epithelium,Kidney,0.0,WT1 
57016|STAT5,0.006816386753734416,Mus musculus,STAT5,tf,,T Lymphocyte,,1.0,STAT5
58027|NEUROD1,0.00690207170798951,Mus musculus,NEUROD1,tf,R1,Embryonic Stem Cell,Embryo,1.0,NEUROD1
52736|RAD23B,0.0069193518691012534,Mus musculus,RAD23B,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0,RAD23B
40138|MAF,0.006923868794474486,Mus musculus,MAF,tf,,Th0,,1.0,MAF
5463|KDM5B,0.0069690106415845054,Mus musculus,KDM5B,cr,E14,Embryonic Stem Cell,Embryo,1.0,KDM5B
56523|PRDM9,0.007001441173816403,Mus musculus,PRDM9,predicted transcription factor,,Spermatocyte,,1.0,PRDM9
8305|RCOR1,0.007083665243601767,Mus musculus,RCOR1,both predicted transcription factor and chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,RCOR1
36721|TOP2A,0.0070911454422932785,Mus musculus,TOP2A,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,TOP2A
58629|DZIP3,0.007147450809410594,Mus musculus,DZIP3,not sure,,Embryonic Stem Cell,,1.0,DZIP3
43424|ASCL2,0.00728487046265458,Mus musculus,ASCL2,tf,,T Lymphocyte,Blood,1.0,ASCL2
54378|BCL3,0.007329180130971613,Mus musculus,BCL3,tf,CGR8,Embryonic Stem Cell,Embryo,1.0,BCL3
55947|HNF1B,0.007460778454336292,Mus musculus,HNF1B,tf,IMCD3,,Kidney,1.0,HNF1B
52907|MEF2A,0.0075276589371733316,Mus musculus,MEF2A,tf,,Cortical Neuron,,1.0,MEF2A
3295|GTF2F1,0.0075495603875780914,Mus musculus,GTF2F1,tf,,T Lymphocyte,Blood,1.0,GTF2F1
3292|GTF2A1,0.007554095537536054,Mus musculus,GTF2A1,tf,,T Lymphocyte,Blood,1.0,GTF2A1
38059|KDM5C,0.007814158207898159,Mus musculus,KDM5C,cr,,Embryonic Stem Cell,Embryo,1.0,KDM5C
41357|SUPT5H,0.00788927136982831,Mus musculus,SUPT5H,tf,,Embryonic Stem Cell,Embryo,1.0,SUPT5H
56606|SATB2,0.007926206809520997,Mus musculus,SATB2,tf,,Cortex,Brain,1.0,SATB2
37574|PHOX2A,0.007992235922191171,Mus musculus,PHOX2A,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,PHOX2A
416|LBR,0.008070707071179017,Mus musculus,LBR,not sure,E14,Embryonic Stem Cell,Embryo,1.0,LBR
44360|ING1,0.008102505256242398,Mus musculus,ING1,predicted chromatin regulator,C2C12,Myoblast,Muscle,1.0,ING1
48644|ARID3A,0.008110022111934456,Mus musculus,ARID3A,tf,J1,Embryonic Stem Cell,Embryo,1.0,ARID3A
43719|JUND,0.008151874649341417,Mus musculus,JUND,tf,,T Lymphocyte,,1.0,JUND
"35263|PKNOX1, PKNOX2",0.008230429558059194,Mus musculus,"PKNOX1, PKNOX2",tf,,,Embryo Trunk,1.0,"PKNOX1, PKNOX2"
51138|YAP1,0.008425268056679591,Mus musculus,YAP1,other,,,Heart,1.0,YAP1
53380|TOP2B,0.008439471196960036,Mus musculus,TOP2B,predicted chromatin regulator,,Neuron,,1.0,TOP2B
37404|THRB,0.008522334257586528,Mus musculus,THRB,tf,C17.2,Neural Progenitor Cell,,1.0,THRB
2859|MED12,0.008561596159764873,Mus musculus,MED12,predicted transcription factor,V6.5,Embryonic Stem Cell,Embryo,1.0,MED12
54238|BARX1,0.008598407778819317,Mus musculus,BARX1,tf,,Mesenchymal Cell,Stomach,1.0,BARX1
33909|GLI1,0.008601618664303812,Mus musculus,GLI1,tf,,,Embryo,1.0,GLI1
41874|DNMT3L,0.008675450818392827,Mus musculus,DNMT3L,cr,E14,Embryonic Stem Cell,Embryo,1.0,DNMT3L
9184|PAX3,0.008725140642096563,Mus musculus,PAX3,tf,,Myoblast,Skeletal Muscle,1.0,PAX3
54454|SLC5A5,0.008817264704123806,Mus musculus,SLC5A5,predicted transcription factor,,Myoblast,Muscle,1.0,SLC5A5
56986|TCF4,0.008831150723262071,Mus musculus,TCF4,tf,,Stem cell,Intestine,1.0,TCF4
56415|ZMIZ1,0.009259644468491701,Mus musculus,ZMIZ1,not sure,8946,T Lymphocyte,,1.0,ZMIZ1
35550|SP1,0.009266187858867403,Mus musculus,SP1,predicted chromatin regulator,TSC,Trophoblast Stem Cell,Embryo,1.0,SP1
56036|RFX3,0.009360438062820942,Mus musculus,RFX3,predicted transcription factor,MIN6,Beta cell,,1.0,RFX3
35557|SFMBT1,0.009373756190394933,Mus musculus,SFMBT1,other,,Spermatid,,1.0,SFMBT1
451|SMAD2,0.009476154126017489,Mus musculus,SMAD2,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0,SMAD2
52256|ETV2,0.009486427043587042,Mus musculus,ETV2,tf,,Embryonic Stem Cell,Embryo,1.0,ETV2
5221|LYL1,0.009492075757702778,Mus musculus,LYL1,predicted transcription factor,HPC-7,Haematopoietic Progenitor Cell,Bone Marrow,1.0,LYL1
2816|ATF7IP,0.009545888323895357,Mus musculus,ATF7IP,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,ATF7IP
44214|NCOA1,0.009721090208780592,Mus musculus,NCOA1,cr,,Epithelium,Hindbrain,1.0,NCOA1
51910|STAT2,0.009826923583679481,Mus musculus,STAT2,predicted transcription factor,,Macrophage,Bone Marrow,1.0,STAT2
41201|AURKB,0.010054047908060748,Mus musculus,AURKB,not sure,,B Lymphocyte,Spleen,1.0,AURKB
35722|ELF5,0.01019213393688767,Mus musculus,ELF5,tf,TSC,Trophoblast Stem Cell,Embryo,1.0,ELF5
36669|NR2F2,0.010308396937692699,Mus musculus,NR2F2,tf,,,Atria,1.0,NR2F2
52891|NCOR2,0.010655876275882992,Mus musculus,NCOR2,cr,,Macrophage,Bone,0.0,NCOR2
56517|CBX2,0.011094550590969865,Mus musculus,CBX2,cr,E14Tg2A,Embryonic Stem Cell,,1.0,CBX2
50722|UBTF,0.011635899902980584,Mus musculus,UBTF,tf,NIH-3T3,Fibroblast,Embryo,1.0,UBTF
56408|TGIF2,0.01227487360413787,Mus musculus,TGIF2,tf,J1,Embryonic Stem Cell,Embryo,1.0,TGIF2
50239|SPIB,0.012304969118047626,Mus musculus,SPIB,tf,,Lymphocyte,,1.0,SPIB
33052|HEXIM1,0.013125062207654192,Mus musculus,HEXIM1,other,,Embryonic Fibroblast,Embryo,0.0,HEXIM1
57817|GFI1B,0.013672958935329216,Mus musculus,GFI1B,predicted transcription factor,MEL,Erythroid Progenitor Cell,Blood,1.0,GFI1B
5809|HELLS,0.013833921856451437,Mus musculus,HELLS,predicted chromatin regulator,,Fibroblast,Embryo,1.0,HELLS
59179|NR0B2,0.013840081828188633,Mus musculus,NR0B2,tf,,,Liver,1.0,NR0B2
44547|NUP98PHF23,0.014100203791780563,Mus musculus,NUP98PHF23,other,961C,,Blood,0.0,NUP98PHF23
59362|CSTF3,0.014532050208174108,Mus musculus,CSTF3,other,S194,B Lymphocyte,,1.0,CSTF3
33105|ZNF335,0.014815919437536462,Mus musculus,ZNF335,tf,,,Telencephalon,1.0,ZNF335
42982|ATOH1,0.015094961254018935,Mus musculus,ATOH1,tf,,,Intestinal Crypt,1.0,ATOH1
38394|STAT6,0.015486623603436056,Mus musculus,STAT6,tf,,Macrophage,Bone Marrow,1.0,STAT6
2630|CHD7,0.015555810570781758,Mus musculus,CHD7,cr,R1,Embryonic Stem Cell,Embryo,1.0,CHD7
58299|RFX2,0.01580835336096692,Mus musculus,RFX2,tf,,,Testis,1.0,RFX2
41345|CTR9,0.017276502328916865,Mus musculus,CTR9,both predicted transcription factor and chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,CTR9
8841|ELL,0.01743446365577489,Mus musculus,ELL,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL
48620|NFYC,0.017766508591951558,Mus musculus,NFYC,tf,E14,Embryonic Stem Cell,Embryo,1.0,NFYC
44788|ATF7,0.017948724100538327,Mus musculus,ATF7,tf,3T3-L1,Preadipocyte,Adipose,1.0,ATF7
52226|E4F1,0.018150363738237696,Mus musculus,E4F1,tf,,Embryonic Fibroblast,Embryo,1.0,E4F1
33940|EHF,0.01845249635295726,Mus musculus,EHF,tf,,,Corneal Epithelium,0.0,EHF
47617|MSL2,0.0185452014533804,Mus musculus,MSL2,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MSL2
44796|VDR,0.018767976181196244,Mus musculus,VDR,tf,3T3-L1,Preadipocyte,Adipose,1.0,VDR
8744|NR1D2,0.018855587144226804,Mus musculus,NR1D2,tf,,Epithelium,Liver,0.0,NR1D2
48081|CBX8,0.01932098546652633,Mus musculus,CBX8,cr,E14,Embryonic Stem Cell,Embryo,1.0,CBX8
4397|MAFA,0.020031588378363774,Mus musculus,MAFA,tf,,Epithelium,Pancreatic Islet,0.0,MAFA
53929|RORA,0.02023187238816171,Mus musculus,RORA,tf,,,Liver,1.0,RORA
59294|CEBPG,0.02169980261702331,Mus musculus,CEBPG,tf,,Embryonic Fibroblast,Embryo,1.0,CEBPG
4587|STAT4,0.02196549358396971,Mus musculus,STAT4,tf,,T Lymphocyte,Blood,1.0,STAT4
40294|NKX6-1,0.022980005419877048,Mus musculus,NKX6-1,tf,,,Pancreatic Islet,1.0,NKX6-1
55310|TRIM63,0.023114583070762973,Mus musculus,TRIM63,predicted chromatin regulator,,,Small Intestine,1.0,TRIM63
4513|RFX1,0.023645465041325087,Mus musculus,RFX1,tf,,Neural Progenitor Cell,Embryo,0.0,RFX1
36913|NFIB,0.024068344447130963,Mus musculus,NFIB,predicted transcription factor,,Hair Follicle Stem Cell,Mouse Back Skin,0.0,NFIB
53798|BATF3,0.024628827181635338,Mus musculus,BATF3,tf,,Dendritic Cell,,1.0,BATF3
37715|PRDM4,0.025730772505309307,Mus musculus,PRDM4,tf,CCE,Embryonic Stem Cell,Embryo,1.0,PRDM4
44270|MAX,0.0310029379758045,Mus musculus,MAX,tf,E14,Embryonic Stem Cell,Embryo,1.0,MAX
294|MSX1,0.03161032374242573,Mus musculus,MSX1,tf,C2C12,Myoblast,Muscle,0.0,MSX1
8837|STAG2,0.03214191045565623,Mus musculus,STAG2,not sure,,Fibroblast,Embryo,1.0,STAG2
44790|FOSL2,0.03275998025865684,Mus musculus,FOSL2,tf,3T3-L1,Preadipocyte,Adipose,1.0,FOSL2
42959|PARP14,0.03359803298916891,Mus musculus,PARP14,not sure,,T Lymphocyte,Blood,1.0,PARP14
1594|LMO2,0.033755116220634984,Mus musculus,LMO2,not sure,HPC-7,Haematopoietic Progenitor Cell,Bone Marrow,1.0,LMO2
39702|IRF3,0.033958126781910625,Mus musculus,IRF3,tf,,Macrophage,Bone Marrow,1.0,IRF3
41315|KDM4B,0.03418735736506262,Mus musculus,KDM4B,cr,,Embryonic Stem Cell,Embryo,1.0,KDM4B
34594|USF1,0.035262675258104614,Mus musculus,USF1,tf,,,Liver,0.0,USF1
433|TFCP2,0.035824087653594905,Mus musculus,TFCP2,tf,E14,Embryonic Stem Cell,Embryo,0.0,TFCP2
44628|TEAD2,0.036444362550536735,Mus musculus,TEAD2,tf,Py2T,Epithelium,Mammary Gland,1.0,TEAD2
46424|MAFK,0.036768805942565264,Mus musculus,MAFK,tf,,Embryonic Stem Cell,Embryo,1.0,MAFK
34590|THRA,0.03709751505990272,Mus musculus,THRA,tf,C17.2,Neural Progenitor Cell,,1.0,THRA
54551|ONECUT1,0.03784755782351096,Mus musculus,ONECUT1,tf,,,Liver,1.0,ONECUT1
55621|POU3F3,0.03787600171631289,Mus musculus,POU3F3,tf,,Neural Stem Cell,,1.0,POU3F3
41427|ZNF322A,0.03986253290785324,Mus musculus,ZNF322A,tf,E14,Embryonic Stem Cell,Embryo,1.0,ZNF322A
38314|SIX2,0.04077761898923943,Mus musculus,SIX2,tf,,Neural Progenitor Cell,Kidney,1.0,SIX2
39103|MZF1,0.04419381424838831,Mus musculus,MZF1,tf,,B Lymphocyte,,1.0,MZF1
47615|MSL1,0.04520287789426525,Mus musculus,MSL1,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MSL1
57294|TEC,0.0478423446437089,Mus musculus,TEC,other,,Epithelium,,1.0,TEC
8567|HOXB4,0.050052268977831715,Mus musculus,HOXB4,tf,,Embryonic Stem Cell,Embryo,1.0,HOXB4
47569|PPARGC1A,0.05006554100380095,Mus musculus,PPARGC1A,tf,C2C12,Myoblast,Muscle,0.0,PPARGC1A
5471|IKZF3,0.05117764334725916,Mus musculus,IKZF3,tf,,Thymocyte,Thymus,1.0,IKZF3
48619|NFYB,0.055255620729541766,Mus musculus,NFYB,tf,E14,Embryonic Stem Cell,Embryo,1.0,NFYB
58557|PDX1,0.05613114571502187,Mus musculus,PDX1,tf,BetaTC6,,,1.0,PDX1
46426|ZC3H11A,0.05835734295959294,Mus musculus,ZC3H11A,other,,Embryonic Stem Cell,Embryo,1.0,ZC3H11A
33120|DDIT3,0.0637114177399653,Mus musculus,DDIT3,tf,,Embryonic Fibroblast,Embryo,0.0,DDIT3
34413|MXI1,0.06442352798569029,Mus musculus,MXI1,tf,C2C12,Myoblast,Muscle,1.0,MXI1
40163|CDK8,0.0661962436066239,Mus musculus,CDK8,tf,,Embryonic Stem Cell,Embryo,1.0,CDK8
41868|TLE,0.07641528837861694,Mus musculus,TLE,not sure,,Hair Follicle Stem Cell,Mouse Back Skin,1.0,TLE
46468|USF2,0.07663528880341319,Mus musculus,USF2,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,USF2
33267|FOXO3,0.07947297500181072,Mus musculus,FOXO3,tf,,Neural Progenitor Cell,,0.0,FOXO3
54346|KCR,0.08429896748161797,Mus musculus,KCR,other,,Germline stem cell,,1.0,KCR
47427|INO80,0.08561319047909616,Mus musculus,INO80,predicted chromatin regulator,J1,Embryonic Stem Cell,Embryo,1.0,INO80
37690|ELL3,0.08929939516310598,Mus musculus,ELL3,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL3
34108|H1F0,0.09227479537740269,Mus musculus,H1F0,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,H1F0
9267|ZFPM1,0.09369621623991348,Mus musculus,ZFPM1,tf,G1ME,Megakaryocyte,Bone Marrow,1.0,ZFPM1
39309|CAPG,0.09655742222443248,Mus musculus,CAPG,predicted chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,CAPG
34441|TET2,0.10177288550861624,Mus musculus,TET2,cr,,Embryonic Stem Cell,Embryo,0.0,TET2
48407|TAF9B,0.10499334465018328,Mus musculus,TAF9B,not sure,HBG3,Neuron,,1.0,TAF9B
421|NR5A2,0.12335806917261816,Mus musculus,NR5A2,tf,E14,Embryonic Stem Cell,Embryo,1.0,NR5A2
47457|SOX4,0.12842848812057456,Mus musculus,SOX4,tf,,Progenitor B cell,Fetal Liver,1.0,SOX4
52828|GRHL2,0.13225933757237973,Mus musculus,GRHL2,tf,,,Placenta,1.0,GRHL2
51967|TBX19,0.1465705333267131,Mus musculus,TBX19,tf,AtT-20,,,1.0,TBX19
46493|CHD1,0.16713719580106123,Mus musculus,CHD1,predicted chromatin regulator,MEL,Erythroid Progenitor Cell,Blood,1.0,CHD1
33730|NKX2-1,0.1679463348531442,Mus musculus,NKX2-1,tf,,,Lung,1.0,NKX2-1
35806|NR6A1,0.1693182606489434,Mus musculus,NR6A1,not sure,,Mesenchymal Stem Cell,,1.0,NR6A1
46401|BHLHE40,0.1706666798373604,Mus musculus,BHLHE40,predicted transcription factor,CH12,Lymphoblastoid,Blood,1.0,BHLHE40
50095|NR0B1,0.18336341403098244,Mus musculus,NR0B1,tf,J1,Embryonic Stem Cell,Embryo,1.0,NR0B1
49690|DMRTB1,0.1842000622544468,Mus musculus,DMRTB1,tf,,,Testis,1.0,DMRTB1
58831|SUMO2,0.21513679366050353,Mus musculus,SUMO2,other,,Dendritic Cell,Bone Marrow,1.0,SUMO2
9183|PAX7,0.2184735712702202,Mus musculus,PAX7,tf,,Myoblast,Skeletal Muscle,1.0,PAX7
37004|BACH2,0.22522311563125763,Mus musculus,BACH2,tf,,T Lymphocyte,Blood,1.0,BACH2
39355|ESRRA,0.22567142836926346,Mus musculus,ESRRA,tf,,Epithelium,Liver,1.0,ESRRA
47833|SRC,0.26134466210767004,Mus musculus,SRC,not sure,,Epithelium,Liver,1.0,SRC
44787|ATF2,0.30459733682923695,Mus musculus,ATF2,predicted transcription factor,3T3-L1,Preadipocyte,Adipose,1.0,ATF2
34360|ETV6,0.34285641303134673,Mus musculus,ETV6,tf,,Neural Progenitor-like Cell,,1.0,ETV6
46416|ZNF384,0.3481238790200637,Mus musculus,ZNF384,tf,CH12,Lymphoblastoid,Blood,1.0,ZNF384
50391|NFIL3,0.3648641056911669,Mus musculus,NFIL3,tf,,,Liver,1.0,NFIL3
53676|DMRT1,0.40917297837447847,Mus musculus,DMRT1,tf,,,Testis,1.0,DMRT1
46496|NFE2L2,0.45697345465017153,Mus musculus,NFE2L2,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,NFE2L2
46400|NELFE,0.48287761234021126,Mus musculus,NELFE,not sure,CH12,Lymphoblastoid,Blood,1.0,NELFE
40095|JMJD6,0.520332192164559,Mus musculus,JMJD6,cr,,Th17,,1.0,JMJD6
48959|NUCKS1,0.5521527568859408,Mus musculus,NUCKS1,predicted transcription factor,,Hepatocyte,,1.0,NUCKS1
3244|ERCC3,0.5870133686942156,Mus musculus,ERCC3,predicted chromatin regulator,,T Lymphocyte,Blood,1.0,ERCC3
52224|SMAD4,0.6996504240958885,Mus musculus,SMAD4,predicted transcription factor,,,Lung,1.0,SMAD4
39349|MTOR,0.7139951547624892,Mus musculus,MTOR,other,,Epithelium,Liver,1.0,MTOR
46411|MAZ,0.7619224177044044,Mus musculus,MAZ,tf,CH12,Lymphoblastoid,Blood,1.0,MAZ
49710|FOXL2,0.7820541024276177,Mus musculus,FOXL2,tf,,Follicular  cell,Ovary,1.0,FOXL2
46398|CHD2,0.8932977375788025,Mus musculus,CHD2,cr,CH12,Lymphoblastoid,Blood,1.0,CHD2
36769|ZNF143,0.9478912445894454,Mus musculus,ZNF143,predicted transcription factor,J1,Embryonic Stem Cell,Embryo,1.0,ZNF143
46413|HCFC1,0.9579996578681227,Mus musculus,HCFC1,tf,CH12,Lymphoblastoid,Blood,1.0,HCFC1
34641|MYBL1,0.975439720195086,Mus musculus,MYBL1,tf,,,Testis,0.0,MYBL1
48954|REPIN1,0.9781719980311752,Mus musculus,REPIN1,predicted transcription factor,,T Lymphocyte,,1.0,REPIN1
44266|MITF,0.9822439503401028,Mus musculus,MITF,tf,,Mast Cell,Bone Marrow,0.0,MITF
3294|GTF2E2,0.9825870642660917,Mus musculus,GTF2E2,tf,,T Lymphocyte,Blood,1.0,GTF2E2
57122|IKZF2,0.9833105852256003,Mus musculus,IKZF2,tf,,T Lymphocyte,,1.0,IKZF2
52074|SATB1,0.9868548021340235,Mus musculus,SATB1,tf,,Thymocyte,Thymus,1.0,SATB1
49496|CDK7,0.9908182443565514,Mus musculus,CDK7,predicted transcription factor,V6.5,Embryonic Stem Cell,Embryo,1.0,CDK7
48098|TNFSF11,0.9956222957413108,Mus musculus,TNFSF11,other,RAW264.7,Macrophage,,1.0,TNFSF11
43179|ASH2L,0.9962023686824251,Mus musculus,ASH2L,cr,E14,Embryonic Stem Cell,Embryo,1.0,ASH2L
47620|KANSL3,0.9971020439479461,Mus musculus,KANSL3,cr,WT26,Embryonic Stem Cell,Embryo,1.0,KANSL3
43043|THAP11,0.997109034084736,Mus musculus,THAP11,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,THAP11
55632|SOX10,0.9975071064299645,Mus musculus,SOX10,tf,Melan-a,Melanocyte,,1.0,SOX10
50445|AUTS2,0.9977474504871793,Mus musculus,AUTS2,not sure,,,Brain,1.0,AUTS2
56061|GABPA,0.9986212804769296,Mus musculus,GABPA,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,GABPA
2410|NELFB,0.9987336321783151,Mus musculus,NELFB,not sure,,Fibroblast,Embryo,1.0,NELFB
418|MYCN,0.9989138101777425,Mus musculus,MYCN,tf,E14,Embryonic Stem Cell,Embryo,1.0,MYCN
48059|NSL1,0.999456444704677,Mus musculus,NSL1,not sure,E14,Embryonic Stem Cell,Embryo,1.0,NSL1
438|ZFX,0.9996878219676614,Mus musculus,ZFX,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0,ZFX
56412|POU2F1,0.9996980526070571,Mus musculus,POU2F1,tf,,T Lymphocyte,Spleen,1.0,POU2F1
50217|FOXK1,0.9997187534102059,Mus musculus,FOXK1,tf,C2C12,Myoblast,Muscle,1.0,FOXK1
38460|ELF1,0.9997277435230415,Mus musculus,ELF1,tf,,T Lymphocyte,Blood,1.0,ELF1
34121|CXXC1,0.999733622343763,Mus musculus,CXXC1,tf,,,Brain,1.0,CXXC1
58496|KAT5,0.9999954709422587,Mus musculus,KAT5,cr,E14,Embryonic Stem Cell,Embryo,1.0,KAT5
48962|H3Pan,1.0,Mus musculus,H3Pan,other,,Spermatid,Testis,0.0,H3Pan
50744|HAND1,1.0,Mus musculus,HAND1,not sure,,Mesodermal Cell,,0.0,HAND1
