,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
47461|TWIST1,0.31257900503983194,Mus musculus,TWIST1,tf,,Neuron,,1.0,TWIST1
51241|RFX5,0.31275391038436445,Mus musculus,RFX5,tf,,T Lymphocyte,,1.0,RFX5
42611|EED,0.31311510098636564,Mus musculus,EED,cr,E36,Embryonic Stem Cell,,1.0,EED
8867|TAF1,0.31549857037266343,Mus musculus,TAF1,tf,E14,Embryonic Stem Cell,Embryo,1.0,TAF1
56415|ZMIZ1,0.3155924091797385,Mus musculus,ZMIZ1,not sure,8946,T Lymphocyte,,1.0,ZMIZ1
4510|RAP1A,0.31680498289170567,Mus musculus,RAP1A,not sure,,Fibroblast,Embryo,0.0,RAP1A
52736|RAD23B,0.3171784947336085,Mus musculus,RAD23B,predicted transcription factor,,Embryonic Stem Cell,Embryo,1.0,RAD23B
3249|FLI1,0.31827466850453273,Mus musculus,FLI1,tf,,Th2,Blood,0.0,FLI1
44828|GSK3B,0.31829562700155567,Mus musculus,GSK3B,other,,Embryonic Fibroblast,,1.0,GSK3B
57972|TET3,0.32045540741297984,Mus musculus,TET3,cr,J1,Embryonic Stem Cell,Embryo,1.0,TET3
56594|ACTB,0.32099047617676446,Mus musculus,ACTB,other,,Embryonic Fibroblast,,1.0,ACTB
3295|GTF2F1,0.3242931582418007,Mus musculus,GTF2F1,tf,,T Lymphocyte,Blood,1.0,GTF2F1
34603|USF1,0.3256219319720085,Mus musculus,USF1,tf,,,Liver,0.0,USF1
57817|GFI1B,0.3268298204178775,Mus musculus,GFI1B,predicted transcription factor,MEL,Erythroid Progenitor Cell,Blood,1.0,GFI1B
43789|POU3F1,0.3274238118806774,Mus musculus,POU3F1,tf,,Embryonic Stem Cell,Embryo,1.0,POU3F1
35557|SFMBT1,0.3330904560566002,Mus musculus,SFMBT1,other,,Spermatid,,1.0,SFMBT1
54454|SLC5A5,0.3334367048145307,Mus musculus,SLC5A5,predicted transcription factor,,Myoblast,Muscle,1.0,SLC5A5
43830|PARP1,0.3353742136063216,Mus musculus,PARP1,not sure,,,Nucleus Accumben,1.0,PARP1
56595|BAZ1B,0.3360721177580646,Mus musculus,BAZ1B,predicted chromatin regulator,,Embryonic Fibroblast,,1.0,BAZ1B
53868|HOPX,0.3362153115299569,Mus musculus,HOPX,tf,,,Embryonic Heart,1.0,HOPX
44156|MKL2,0.33689820135182497,Mus musculus,MKL2,tf,NIH-3T3,Fibroblast,Embryo,1.0,MKL2
46403|PAX5,0.3372600244683783,Mus musculus,PAX5,tf,CH12,Lymphoblastoid,Blood,1.0,PAX5
39374|ERG,0.3387618572433966,Mus musculus,ERG,other,,Epithelium,Prostate,0.0,ERG
4414|PAXIP1,0.3405578113973692,Mus musculus,PAXIP1,predicted transcription factor,,B Lymphocyte,Spleen,1.0,PAXIP1
41323|CTR9,0.3409406536996905,Mus musculus,CTR9,both predicted transcription factor and chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,CTR9
51106|CHD8,0.341229782576677,Mus musculus,CHD8,cr,,Cortex,Brain,1.0,CHD8
41754|ASH1L,0.34199755017288047,Mus musculus,ASH1L,cr,,Embryonic Stem Cell,Embryo,0.0,ASH1L
52365|RARA,0.34246529465830433,Mus musculus,RARA,tf,,T Lymphocyte,Spleen,1.0,RARA
54143|GATA4,0.34265275138657647,Mus musculus,GATA4,tf,,Epithelium,,1.0,GATA4
44716|ETS1,0.3487809466188653,Mus musculus,ETS1,tf,,Thymocyte,,1.0,ETS1
53798|BATF3,0.35010717141827724,Mus musculus,BATF3,tf,,Dendritic Cell,,1.0,BATF3
52874|TRIM33,0.3508228594817932,Mus musculus,TRIM33,predicted chromatin regulator,LNCaP-abl ,Epithelium,Prostate,1.0,TRIM33
37574|PHOX2A,0.3512526109772265,Mus musculus,PHOX2A,tf,Ainv15,Neural Progenitor Cell,Embryo,1.0,PHOX2A
41638|POLR3GL,0.3590059975980455,Mus musculus,POLR3GL,tf,,Epithelium,Liver,1.0,POLR3GL
43318|EP400,0.36262805113035934,Mus musculus,EP400,cr,,Embryonic Stem Cell,Embryo,1.0,EP400
50031|NFATC1,0.3741200559815525,Mus musculus,NFATC1,tf,,,Pancreas,1.0,NFATC1
47024|NFE2,0.37629516544476505,Mus musculus,NFE2,tf,,Epithelium,Liver,1.0,NFE2
8649|AICDA,0.3771765746003858,Mus musculus,AICDA,cr,,B Lymphocyte,Blood,1.0,AICDA
37404|THRB,0.3821522673445079,Mus musculus,THRB,tf,C17.2,Neural Progenitor Cell,,1.0,THRB
50383|PWP1,0.38360690101547934,Mus musculus,PWP1,not sure,,Embryonic Stem Cell,,1.0,PWP1
50238|SPIB,0.3918739576155763,Mus musculus,SPIB,tf,,Lymphocyte,,1.0,SPIB
38466|CBFB,0.3986275602031584,Mus musculus,CBFB,predicted transcription factor,,T Lymphocyte,Blood,1.0,CBFB
6024|NFYA,0.3999830093387097,Mus musculus,NFYA,tf,,Neural Progenitor Cell,Brain,1.0,NFYA
3033|MLLT3,0.4034193259234593,Mus musculus,MLLT3,not sure,,Leukemic Blast Cell,Bone Marrow,1.0,MLLT3
49166|SUV39H2,0.4038334990992106,Mus musculus,SUV39H2,cr,,Neural Progenitor Cell,,1.0,SUV39H2
41410|KLF3,0.40397295321180626,Mus musculus,KLF3,tf,,Embryonic Fibroblast,,1.0,KLF3
5809|HELLS,0.4044582536477456,Mus musculus,HELLS,predicted chromatin regulator,,Fibroblast,Embryo,1.0,HELLS
52828|GRHL2,0.41318757372329584,Mus musculus,GRHL2,tf,,,Placenta,1.0,GRHL2
53760|MYO1C,0.41525052107793015,Mus musculus,MYO1C,predicted chromatin regulator,,Embryonic Fibroblast,,1.0,MYO1C
5581|SOX6,0.41654276331260254,Mus musculus,SOX6,tf,,Myoblast,Muscle,0.0,SOX6
44547|NUP98PHF23,0.4187942546872471,Mus musculus,NUP98PHF23,other,961C,,Blood,0.0,NUP98PHF23
48582|HSF2,0.42243564445256065,Mus musculus,HSF2,tf,,Spermatocyte,Testis,0.0,HSF2
38059|KDM5C,0.42965238532957195,Mus musculus,KDM5C,cr,,Embryonic Stem Cell,Embryo,1.0,KDM5C
43719|JUND,0.42996915064802443,Mus musculus,JUND,tf,,T Lymphocyte,,1.0,JUND
34590|THRA,0.4348027983734798,Mus musculus,THRA,tf,C17.2,Neural Progenitor Cell,,1.0,THRA
56606|SATB2,0.434888504328033,Mus musculus,SATB2,tf,,Cortex,Brain,1.0,SATB2
36669|NR2F2,0.43496078641024416,Mus musculus,NR2F2,tf,,,Atria,1.0,NR2F2
5367|LUZP1,0.43926953690432113,Mus musculus,LUZP1,not sure,E14,Embryonic Stem Cell,Embryo,1.0,LUZP1
8744|NR1D2,0.4480871068049972,Mus musculus,NR1D2,tf,,Epithelium,Liver,0.0,NR1D2
53384|TOP2B,0.4504141754369667,Mus musculus,TOP2B,predicted chromatin regulator,,Neuron,,1.0,TOP2B
50096|NR0B1,0.45089354182187696,Mus musculus,NR0B1,tf,J1,Embryonic Stem Cell,Embryo,1.0,NR0B1
59458|AFF3,0.45619834966441036,Mus musculus,AFF3,tf,,Embryonic Fibroblast,,1.0,AFF3
54378|BCL3,0.458579757599093,Mus musculus,BCL3,tf,CGR8,Embryonic Stem Cell,Embryo,1.0,BCL3
5919|TBX20,0.46575914302696014,Mus musculus,TBX20,tf,,Cardiomyocyte,Heart,1.0,TBX20
52986|KDM3A,0.47556103048010034,Mus musculus,KDM3A,cr,,Adipocyte,,1.0,KDM3A
5471|IKZF3,0.47853837516489783,Mus musculus,IKZF3,tf,,Thymocyte,Thymus,1.0,IKZF3
34037|GLI3,0.48631734818381467,Mus musculus,GLI3,tf,,Epithelium,Embryo,1.0,GLI3
55098|HRAS,0.4889679266185098,Mus musculus,HRAS,other,,Embryonic Fibroblast,,1.0,HRAS
35722|ELF5,0.48947953401827404,Mus musculus,ELF5,tf,TSC,Trophoblast Stem Cell,Embryo,1.0,ELF5
5372|SS18,0.4967632250129361,Mus musculus,SS18,not sure,C2C12,Myoblast,Muscle,1.0,SS18
37902|E2F4,0.5023911613709897,Mus musculus,E2F4,tf,,Dendritic Cell,Bone Marrow,1.0,E2F4
48135|VDR,0.5024330566351574,Mus musculus,VDR,tf,IDG-SW3,Osteocytic Cell,Bone,1.0,VDR
38633|RBBP5,0.5088062742998888,Mus musculus,RBBP5,cr,CMTi-1,Embryonic Stem Cell,Embryo,1.0,RBBP5
41201|AURKB,0.5110174949841717,Mus musculus,AURKB,not sure,,B Lymphocyte,Spleen,1.0,AURKB
49710|FOXL2,0.51566349586382,Mus musculus,FOXL2,tf,,Follicular  cell,Ovary,1.0,FOXL2
39103|MZF1,0.5171931399429882,Mus musculus,MZF1,tf,,B Lymphocyte,,1.0,MZF1
34108|H1F0,0.5276784797751597,Mus musculus,H1F0,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,H1F0
1594|LMO2,0.528843040587345,Mus musculus,LMO2,not sure,HPC-7,Haematopoietic Progenitor Cell,Bone Marrow,1.0,LMO2
51910|STAT2,0.5303580209999514,Mus musculus,STAT2,predicted transcription factor,,Macrophage,Bone Marrow,1.0,STAT2
44216|NCOA2,0.537250634729753,Mus musculus,NCOA2,cr,,Epithelium,Hindbrain,1.0,NCOA2
8305|RCOR1,0.5427823525808277,Mus musculus,RCOR1,both predicted transcription factor and chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,RCOR1
55316|TRIM63,0.5434471438359268,Mus musculus,TRIM63,predicted chromatin regulator,,,Small Intestine,0.0,TRIM63
294|MSX1,0.5650751610965558,Mus musculus,MSX1,tf,C2C12,Myoblast,Muscle,0.0,MSX1
3040|CRX,0.5750397252560006,Mus musculus,CRX,other,,,Retina,1.0,CRX
5221|LYL1,0.5791547598279103,Mus musculus,LYL1,predicted transcription factor,HPC-7,Haematopoietic Progenitor Cell,Bone Marrow,1.0,LYL1
3244|ERCC3,0.5834233217745922,Mus musculus,ERCC3,predicted chromatin regulator,,T Lymphocyte,Blood,1.0,ERCC3
46468|USF2,0.5851782093642125,Mus musculus,USF2,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,USF2
54551|ONECUT1,0.6014889923422454,Mus musculus,ONECUT1,tf,,,Liver,1.0,ONECUT1
44342|KLF5,0.6263763730838596,Mus musculus,KLF5,tf,CGR8,Embryonic Stem Cell,Embryo,1.0,KLF5
46424|MAFK,0.6341349388169815,Mus musculus,MAFK,tf,,Embryonic Stem Cell,Embryo,1.0,MAFK
51966|LDB1,0.6341691179956429,Mus musculus,LDB1,not sure,AtT-20,,,0.0,LDB1
41588|TFAP2A,0.6348132353477238,Mus musculus,TFAP2A,predicted transcription factor,,Epithelium,Prostate,1.0,TFAP2A
35619|GRIP1,0.636569143741025,Mus musculus,GRIP1,not sure,,Macrophage,Bone Marrow,1.0,GRIP1
2759|STAT4,0.6373240092869511,Mus musculus,STAT4,tf,,T Lymphocyte,Lymph Node,0.0,STAT4
2855|KDM2A,0.64760811463215,Mus musculus,KDM2A,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,KDM2A
38069|CBX3,0.652261355580738,Mus musculus,CBX3,cr,,Embryonic Stem Cell,Embryo,1.0,CBX3
59362|CSTF3,0.6572689900338524,Mus musculus,CSTF3,other,S194,B Lymphocyte,,1.0,CSTF3
1533|TBX5,0.6575529067374156,Mus musculus,TBX5,tf,HL-1,Cardiomyocyte,Muscle,1.0,TBX5
44629|TEAD2,0.6596136656513402,Mus musculus,TEAD2,tf,Py2T,Epithelium,Mammary Gland,0.0,TEAD2
47569|PPARGC1A,0.6705429054533195,Mus musculus,PPARGC1A,tf,C2C12,Myoblast,Muscle,0.0,PPARGC1A
3292|GTF2A1,0.679365550956425,Mus musculus,GTF2A1,tf,,T Lymphocyte,Blood,1.0,GTF2A1
35242|PBX1,0.6999221565247908,Mus musculus,PBX1,tf,,,Embryo Trunk,1.0,PBX1
56095|TGIF1,0.7180326721837422,Mus musculus,TGIF1,tf,,Embryonic Stem Cell,Embryo,1.0,TGIF1
58851|MTA2,0.7237209573772008,Mus musculus,MTA2,tf,,Thymocyte,Thymus,1.0,MTA2
53676|DMRT1,0.7258179075943094,Mus musculus,DMRT1,tf,,,Testis,1.0,DMRT1
57296|TEC,0.7307548727049611,Mus musculus,TEC,other,,Epithelium,,1.0,TEC
8567|HOXB4,0.7402479716127717,Mus musculus,HOXB4,tf,,Embryonic Stem Cell,Embryo,1.0,HOXB4
44788|ATF7,0.7659366460162886,Mus musculus,ATF7,tf,3T3-L1,Preadipocyte,Adipose,1.0,ATF7
9241|MYF5,0.767129485031901,Mus musculus,MYF5,tf,,Myoblast,Skeletal Muscle,1.0,MYF5
39301|CAPG,0.7698247999068568,Mus musculus,CAPG,predicted chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,CAPG
41418|PSMB1,0.7780922643533312,Mus musculus,PSMB1,not sure,3T3-L1,Preadipocyte,Adipose,1.0,PSMB1
44448|OVOL2,0.778169187214176,Mus musculus,OVOL2,tf,,Epithelium,,1.0,OVOL2
53728|SMCHD1,0.7993823577346133,Mus musculus,SMCHD1,predicted chromatin regulator,,Neural Stem Cell,,1.0,SMCHD1
44790|FOSL2,0.8060138508856787,Mus musculus,FOSL2,tf,3T3-L1,Preadipocyte,Adipose,1.0,FOSL2
52795|FGFR1,0.8088602576594055,Mus musculus,FGFR1,not sure,,Embryonic Stem Cell,Embryo,1.0,FGFR1
58102|SUMO2,0.8179580513938639,Mus musculus,SUMO2,other,,Dendritic Cell,Bone Marrow,1.0,SUMO2
2865|NIPBL,0.8225557920607398,Mus musculus,NIPBL,not sure,V6.5,Embryonic Stem Cell,Embryo,1.0,NIPBL
39355|ESRRA,0.8256873423944573,Mus musculus,ESRRA,tf,,Epithelium,Liver,1.0,ESRRA
33909|GLI1,0.825939597931961,Mus musculus,GLI1,tf,,,Embryo,1.0,GLI1
47615|MSL1,0.8331162666876815,Mus musculus,MSL1,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MSL1
421|NR5A2,0.8406517849393461,Mus musculus,NR5A2,tf,E14,Embryonic Stem Cell,Embryo,1.0,NR5A2
38478|GFI1,0.8483250692559945,Mus musculus,GFI1,predicted transcription factor,,Mast Cell,,0.0,GFI1
46426|ZC3H11A,0.8484959770351512,Mus musculus,ZC3H11A,other,,Embryonic Stem Cell,Embryo,1.0,ZC3H11A
56036|RFX3,0.8603895293463234,Mus musculus,RFX3,predicted transcription factor,MIN6,Beta cell,,1.0,RFX3
8272|HDAC2,0.869547460502393,Mus musculus,HDAC2,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,HDAC2
35550|SP1,0.8732637702499787,Mus musculus,SP1,predicted chromatin regulator,TSC,Trophoblast Stem Cell,Embryo,1.0,SP1
2816|ATF7IP,0.8776391598906136,Mus musculus,ATF7IP,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,ATF7IP
48081|CBX8,0.8826090939322909,Mus musculus,CBX8,cr,E14,Embryonic Stem Cell,Embryo,1.0,CBX8
8841|ELL,0.8845167689947845,Mus musculus,ELL,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL
36913|NFIB,0.8890582810452337,Mus musculus,NFIB,predicted transcription factor,,Hair Follicle Stem Cell,Mouse Back Skin,0.0,NFIB
32994|TAF7L,0.8896201445927925,Mus musculus,TAF7L,predicted transcription factor,10T1/2,Fibroblast,Embryo,1.0,TAF7L
48620|NFYC,0.8900199438427037,Mus musculus,NFYC,tf,E14,Embryonic Stem Cell,Embryo,1.0,NFYC
52659|PKNOX1,0.8941604018453623,Mus musculus,PKNOX1,tf,,Embryonic Stem Cell,,1.0,PKNOX1
33994|TET2,0.9000867905703798,Mus musculus,TET2,cr,,,Bone Marrow,1.0,TET2
48849|GPS2,0.9068481852003172,Mus musculus,GPS2,not sure,3T3-L1,Preadipocyte,Adipose,0.0,GPS2
58629|DZIP3,0.9081220073420484,Mus musculus,DZIP3,not sure,,Embryonic Stem Cell,,1.0,DZIP3
47457|SOX4,0.9176830571058885,Mus musculus,SOX4,tf,,Progenitor B cell,Fetal Liver,1.0,SOX4
41315|KDM4B,0.9176956980130482,Mus musculus,KDM4B,cr,,Embryonic Stem Cell,Embryo,1.0,KDM4B
46492|ZKSCAN1,0.9187736791004482,Mus musculus,ZKSCAN1,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,ZKSCAN1
39311|NCAPD3,0.9191951677108987,Mus musculus,NCAPD3,predicted chromatin regulator,V6.5,Embryonic Stem Cell,Embryo,1.0,NCAPD3
52226|E4F1,0.9212554041547782,Mus musculus,E4F1,tf,,Embryonic Fibroblast,Embryo,1.0,E4F1
"35263|PKNOX1, PKNOX2",0.9226333861964096,Mus musculus,"PKNOX1, PKNOX2",tf,,,Embryo Trunk,1.0,"PKNOX1, PKNOX2"
34433|MXI1,0.9244491848444669,Mus musculus,MXI1,tf,C2C12,Myoblast,Muscle,1.0,MXI1
44533|PHC1,0.9247144670881025,Mus musculus,PHC1,cr,V6.5,Embryonic Stem Cell,Embryo,1.0,PHC1
3294|GTF2E2,0.9383057143237077,Mus musculus,GTF2E2,tf,,T Lymphocyte,Blood,1.0,GTF2E2
46427|ZNF384,0.9438653654460216,Mus musculus,ZNF384,tf,,Embryonic Stem Cell,Embryo,1.0,ZNF384
50391|NFIL3,0.9474707963908151,Mus musculus,NFIL3,tf,,,Liver,1.0,NFIL3
48407|TAF9B,0.947771182714503,Mus musculus,TAF9B,not sure,HBG3,Neuron,,1.0,TAF9B
433|TFCP2,0.9517061464939128,Mus musculus,TFCP2,tf,E14,Embryonic Stem Cell,Embryo,0.0,TFCP2
41427|ZNF322A,0.9521102282866594,Mus musculus,ZNF322A,tf,E14,Embryonic Stem Cell,Embryo,1.0,ZNF322A
52238|RUVBL1,0.9525641316098301,Mus musculus,RUVBL1,cr,,Embryonic Stem Cell,,0.0,RUVBL1
44787|ATF2,0.9552861203401666,Mus musculus,ATF2,predicted transcription factor,3T3-L1,Preadipocyte,Adipose,1.0,ATF2
37690|ELL3,0.9562308512702193,Mus musculus,ELL3,predicted chromatin regulator,,Embryonic Stem Cell,Embryo,1.0,ELL3
39702|IRF3,0.9578029852370371,Mus musculus,IRF3,tf,,Macrophage,Bone Marrow,1.0,IRF3
44270|MAX,0.9580759527349625,Mus musculus,MAX,tf,E14,Embryonic Stem Cell,Embryo,1.0,MAX
59181|NR0B2,0.9583917915298368,Mus musculus,NR0B2,tf,,,Liver,1.0,NR0B2
33052|HEXIM1,0.9587977844949505,Mus musculus,HEXIM1,other,,Embryonic Fibroblast,Embryo,0.0,HEXIM1
34641|MYBL1,0.9610348326616056,Mus musculus,MYBL1,tf,,,Testis,0.0,MYBL1
33751|NKX2-1,0.9641858862108286,Mus musculus,NKX2-1,tf,,,Lung,1.0,NKX2-1
42961|PARP14,0.9655881403221738,Mus musculus,PARP14,not sure,,T Lymphocyte,Blood,1.0,PARP14
4513|RFX1,0.9674881334649637,Mus musculus,RFX1,tf,,Neural Progenitor Cell,Embryo,0.0,RFX1
56061|GABPA,0.9717020631039277,Mus musculus,GABPA,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,GABPA
404|DPY30,0.9720468112128162,Mus musculus,DPY30,cr,E14,Embryonic Stem Cell,Embryo,1.0,DPY30
46409|CHD1,0.977202547422952,Mus musculus,CHD1,predicted chromatin regulator,CH12,Lymphoblastoid,Blood,1.0,CHD1
52111|INSM1,0.9781313651448559,Mus musculus,INSM1,tf,,Beta cell,Pancreatic Islet,1.0,INSM1
36772|ZNF143,0.978943979712693,Mus musculus,ZNF143,predicted transcription factor,,Embryonic Fibroblast,Embryo,1.0,ZNF143
49690|DMRTB1,0.9789707568172428,Mus musculus,DMRTB1,tf,,,Testis,1.0,DMRTB1
50392|RORA,0.9803671541910086,Mus musculus,RORA,tf,,,Liver,1.0,RORA
4606|TAF3,0.9816872409040291,Mus musculus,TAF3,cr,,Embryonic Stem Cell,Embryo,1.0,TAF3
9267|ZFPM1,0.9824299252837456,Mus musculus,ZFPM1,tf,G1ME,Megakaryocyte,Bone Marrow,1.0,ZFPM1
37004|BACH2,0.988272428999815,Mus musculus,BACH2,tf,,T Lymphocyte,Blood,1.0,BACH2
48619|NFYB,0.988885053359668,Mus musculus,NFYB,tf,E14,Embryonic Stem Cell,Embryo,1.0,NFYB
40095|JMJD6,0.9901148151812933,Mus musculus,JMJD6,cr,,Th17,,1.0,JMJD6
47012|RUNX2,0.9906778750692632,Mus musculus,RUNX2,tf,MC3T3,,,1.0,RUNX2
8910|NKX2-5,0.9914441568218626,Mus musculus,NKX2-5,tf,,Myocyte,Heart,1.0,NKX2-5
56408|TGIF2,0.9922765306110708,Mus musculus,TGIF2,tf,J1,Embryonic Stem Cell,Embryo,1.0,TGIF2
39349|MTOR,0.9933178859866709,Mus musculus,MTOR,other,,Epithelium,Liver,1.0,MTOR
40294|NKX6-1,0.9942859470001131,Mus musculus,NKX6-1,tf,,,Pancreatic Islet,1.0,NKX6-1
52074|SATB1,0.9949200301360055,Mus musculus,SATB1,tf,,Thymocyte,Thymus,1.0,SATB1
56517|CBX2,0.9949277877206915,Mus musculus,CBX2,cr,E14Tg2A,Embryonic Stem Cell,,1.0,CBX2
50445|AUTS2,0.9953533786344817,Mus musculus,AUTS2,not sure,,,Brain,1.0,AUTS2
49497|CDK8,0.9957450119131896,Mus musculus,CDK8,tf,R1,Embryonic Stem Cell,Embryo,1.0,CDK8
50217|FOXK1,0.9958435694970212,Mus musculus,FOXK1,tf,C2C12,Myoblast,Muscle,1.0,FOXK1
47618|MSL2,0.9968080514557403,Mus musculus,MSL2,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MSL2
44266|MITF,0.99685069911952,Mus musculus,MITF,tf,,Mast Cell,Bone Marrow,0.0,MITF
2907|NELFA,0.9973636220206259,Mus musculus,NELFA,not sure,V6.5,Embryonic Stem Cell,Embryo,1.0,NELFA
55631|SOX10,0.9975514062220787,Mus musculus,SOX10,tf,Melan-a,Melanocyte,,1.0,SOX10
39128|KAT8,0.9979957661040466,Mus musculus,KAT8,cr,,Embryonic Stem Cell,Embryo,1.0,KAT8
47611|MCRS1,0.9980907282423277,Mus musculus,MCRS1,cr,WT26,Embryonic Stem Cell,Embryo,1.0,MCRS1
3000|ASH2L,0.9982934033531392,Mus musculus,ASH2L,cr,,B Lymphocyte,Spleen,1.0,ASH2L
51967|TBX19,0.9983104101344838,Mus musculus,TBX19,tf,AtT-20,,,1.0,TBX19
35811|NR6A1,0.9993743343108383,Mus musculus,NR6A1,not sure,,Mesenchymal Stem Cell,,1.0,NR6A1
46496|NFE2L2,0.9994324645521157,Mus musculus,NFE2L2,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,NFE2L2
34360|ETV6,0.9994432737838066,Mus musculus,ETV6,tf,,Neural Progenitor-like Cell,,1.0,ETV6
43043|THAP11,0.999443612887442,Mus musculus,THAP11,tf,V6.5,Embryonic Stem Cell,Embryo,1.0,THAP11
46499|BHLHE40,0.9994722914928784,Mus musculus,BHLHE40,predicted transcription factor,MEL,Erythroid Progenitor Cell,Blood,1.0,BHLHE40
46425|HCFC1,0.9994935567837322,Mus musculus,HCFC1,tf,,Embryonic Stem Cell,Embryo,1.0,HCFC1
48959|NUCKS1,0.9995482632843825,Mus musculus,NUCKS1,predicted transcription factor,,Hepatocyte,,1.0,NUCKS1
418|MYCN,0.9996232733971685,Mus musculus,MYCN,tf,E14,Embryonic Stem Cell,Embryo,1.0,MYCN
48099|TNFSF11,0.9998097788172859,Mus musculus,TNFSF11,other,RAW264.7,Macrophage,,1.0,TNFSF11
41357|SUPT5H,0.9998307095827575,Mus musculus,SUPT5H,tf,,Embryonic Stem Cell,Embryo,1.0,SUPT5H
47620|KANSL3,0.999857875076152,Mus musculus,KANSL3,cr,WT26,Embryonic Stem Cell,Embryo,1.0,KANSL3
44412|POLR2B,0.9998621674220921,Mus musculus,POLR2B,tf,,Epithelium,Liver,1.0,POLR2B
47427|INO80,0.9998892245709907,Mus musculus,INO80,predicted chromatin regulator,J1,Embryonic Stem Cell,Embryo,1.0,INO80
48133|SRC,0.9998929820988851,Mus musculus,SRC,not sure,,Epithelium,Prostate,1.0,SRC
40281|RBPJL,0.9999183450033033,Mus musculus,RBPJL,tf,,,Pancreas,1.0,RBPJL
46476|CHD2,0.9999237751693804,Mus musculus,CHD2,cr,MEL,Erythroid Progenitor Cell,Blood,1.0,CHD2
48954|REPIN1,0.9999360187325266,Mus musculus,REPIN1,predicted transcription factor,,T Lymphocyte,,1.0,REPIN1
58496|KAT5,0.999949581357573,Mus musculus,KAT5,cr,E14,Embryonic Stem Cell,Embryo,1.0,KAT5
55946|HNF1B,0.999957513439647,Mus musculus,HNF1B,tf,IMCD3,,Kidney,1.0,HNF1B
57122|IKZF2,0.9999797181583059,Mus musculus,IKZF2,tf,,T Lymphocyte,,1.0,IKZF2
41868|TLE,0.9999842998755111,Mus musculus,TLE,not sure,,Hair Follicle Stem Cell,Mouse Back Skin,1.0,TLE
38461|ELF1,0.9999856580923618,Mus musculus,ELF1,tf,,T Lymphocyte,Blood,1.0,ELF1
54346|KCR,0.9999885211993781,Mus musculus,KCR,other,,Germline stem cell,,1.0,KCR
48059|NSL1,0.9999892604202087,Mus musculus,NSL1,not sure,E14,Embryonic Stem Cell,Embryo,1.0,NSL1
34121|CXXC1,0.9999929949334782,Mus musculus,CXXC1,tf,,,Brain,1.0,CXXC1
49496|CDK7,0.9999943654907821,Mus musculus,CDK7,predicted transcription factor,V6.5,Embryonic Stem Cell,Embryo,1.0,CDK7
46470|NELFE,0.9999984206509428,Mus musculus,NELFE,not sure,MEL,Erythroid Progenitor Cell,Blood,1.0,NELFE
46495|MAZ,0.9999984482562436,Mus musculus,MAZ,tf,MEL,Erythroid Progenitor Cell,Blood,1.0,MAZ
2410|NELFB,0.9999984713979966,Mus musculus,NELFB,not sure,,Fibroblast,Embryo,1.0,NELFB
438|ZFX,0.9999995723069772,Mus musculus,ZFX,predicted transcription factor,E14,Embryonic Stem Cell,Embryo,1.0,ZFX
52224|SMAD4,0.9999997450777722,Mus musculus,SMAD4,predicted transcription factor,,,Lung,1.0,SMAD4
56412|POU2F1,0.999999766273036,Mus musculus,POU2F1,tf,,T Lymphocyte,Spleen,1.0,POU2F1
36909|ERF,0.9999999927156555,Mus musculus,ERF,tf,,Embryonic Fibroblast,,1.0,ERF
